Year,Month,Met region,Station ,Tmean,Tmean max,Tmean min,Rtotal,Rdays,Hmean ,Mch,Mfv
1878,Jul,North,SLK,87.6,98.1,79.8,6.7,6,66,0,816
1878,Jul,North,RWL,85.8,96.8,76.9,6.8,7,66,0,1153
1878,Jul,West,PSH,88,101.6,77.3,1,3,56,0,418
1878,Jul,West,DIK,90.2,101.2,82.2,2.6,2,62,0,338
1878,Jul,West,MLT,93.1,106.7,83.7,3.4,4,57,0,487
1878,Jul,West,SRS,89.5,101.5,82,3.6,7,60,0,222
1878,Aug,Central,DLH,84.2,91.7,80.3,18.8,11,78,15,1030
1878,Aug,Central,LAH,84.9,92.2,78.6,7.4,8,79,0,1082
1878,Aug,Submontane,LDH,82.8,90.5,79,12.2,11,80,0,808
1878,Aug,North,SLK,82.7,89.7,77.6,12.4,13,82,0,576
1878,Aug,North,RWL,82.9,91.7,76.6,5.4,7,79,0,934
1878,Aug,West,PSH,84.5,95,77.4,9.9,7,74,0,369
1878,Aug,West,DIK,86.5,96.9,79.9,6.3,7,74,0,347
1878,Aug,West,MLT,86.9,97,81.7,4.7,6,71,0,399
1878,Aug,West,SRS,85,94.3,79.8,9.8,9,74,0,138
1878,Sep,Central,DLH,85.6,93.9,79.5,0.6,3,67,4,1903
1878,Sep,Central,LAH,87.9,99.9,77.1,0.1,1,59,0,2268
1878,Sep,Submontane,LDH,84.7,93.9,78.4,1.7,3,67,0,1851
1878,Sep,North,SLK,83,94.9,74.9,1.3,1,69,0,1325
1878,Sep,North,RWL,80.9,94.5,69.4,1.9,3,63,0,1324
1878,Sep,West,PSH,80.5,94.6,69.4,0,0,57,0,417
1878,Sep,West,DIK,87.6,99.8,77.6,0,0,57,0,681
1878,Sep,West,MLT,87.5,102,79,0,0,66,0,605
1878,Sep,West,SRS,87,99.5,77.3,0.1,1,59,0,369
1878,Oct,Central,DLH,81.3,94.3,70.3,0,0,43,7,4749
1878,Oct,Central,LAH,79.3,95.6,63.5,0,0,46,0,4562
1878,Oct,Submontane,LDH,78.5,91.2,69.2,0,0,50,0,4550
1878,Oct,North,SLK,74.3,91.3,62.8,0,0,56,0,2436
1878,Oct,North,RWL,71.8,89,57,0.8,1,55,0,2218
1878,Oct,West,PSH,71.3,88,57.9,0,0,48,0,1609
1878,Oct,West,DIK,77.4,93.5,63.7,0,0,44,0,1239
1878,Oct,West,MLT,82.3,96.9,71,0.4,1,58,0,768
1878,Oct,West,SRS,79.7,97.5,63.6,0,0,37,0,736
1878,Nov,Central,DLH,67.1,83,54.3,0,0,38,0,5745
1878,Nov,Central,LAH,63.7,83.8,45.7,0,0,47,0,4406
1878,Nov,Submontane,LDH,63.5,80.2,50.2,0,0,45,0,5313
1878,Nov,North,SLK,61.4,81.1,46.4,0,0,56,0,2158
1878,Nov,North,RWL,57.1,78.7,38.2,0,0,53,0,3484
1878,Nov,West,PSH,57.3,78.2,40.2,0,0,57,0,2226
1878,Nov,West,DIK,60.5,82.5,42.6,0,0,43,0,1818
1878,Nov,West,MLT,72.7,97.9,63.7,0,0,55,0,1480
1878,Nov,West,SRS,63.6,84,45.3,0,0,37,0,559
1878,Dec,Central,DLH,59,73.8,46.7,0,0,38,0,2784
1878,Dec,Central,LAH,54.1,72.5,39.3,0.2,1,53,0,3210
1878,Dec,Submontane,LDH,53.5,71,41.5,0.1,1,54,0,1877
1878,Dec,North,SLK,53.1,70.1,40.7,0.3,1,64,0,1557
1878,Dec,North,RWL,49.1,69.4,31.9,0,0,54,0,3413
1878,Dec,West,PSH,48.7,68.8,32.4,0,0,51,0,1397
1878,Dec,West,DIK,52,72.8,34.4,0,0,47,0,996
1878,Dec,West,MLT,51.8,72.6,39.1,0,0,53,0,1141
1878,Dec,West,SRS,54.7,71.6,39.2,0.9,1,50,0,374
1879,Jan,Central,DLH,58.4,74.2,44.6,0,0,46,0,1638
1879,Jan,Central,LAH,55.6,73.5,40.2,0,0,46,0,2704
1879,Jan,Submontane,LDH,52.8,71.9,38.9,0.6,1,55,2,1253
1879,Jan,North,SLK,54.4,71.7,39.9,0,0,58,3,1514
1879,Jan,North,RWL,49.8,69.3,32.9,0,0,53,0,4565
1879,Jan,West,PSH,50.2,69.1,35.4,0,0,47,0,1036
1879,Jan,West,DIK,53.7,73.2,37.6,0,0,43,0,919
1879,Jan,West,MLT,51.1,71,36,0,0,56,0,913
1879,Jan,West,SRS,55.6,74.5,39.3,0,0,43,0,262
1879,Feb,Central,DLH,64.7,78.2,53,0.21,3,44,0,1308
1879,Feb,Central,LAH,62.3,77.8,47.4,0.02,1,45,1,2028
1879,Feb,Submontane,LDH,58.1,76.3,45.1,0,0,52,0,848
1879,Feb,North,SLK,60.2,76.1,47,0.06,1,53,0,1382
1879,Feb,North,RWL,55.8,73.1,41,0.22,3,57,0,2700
1879,Feb,West,PSH,56.3,72.7,43.2,0.46,4,43,0,628
1879,Feb,West,DIK,60.5,77.4,46.3,0,0,38,0,1092
1879,Feb,West,MLT,60.4,79.5,47,0,0,38,0,799
1879,Feb,West,SRS,61.8,79.1,45.6,0.1,1,41,0,255
1879,Mar,Central,DLH,73.5,86.4,62.9,1.03,3,41,0,1057
1879,Mar,Central,LAH,68.3,81.2,55.7,1.32,5,49,1,1385
1879,Mar,Submontane,LDH,66.5,82.1,55.8,2.44,6,56,0,642
1879,Mar,North,SLK,65.2,80.6,54.8,1.93,4,58,0,1151
1879,Mar,North,RWL,59.9,74.5,49.3,2.29,7,66,0,2080
1879,Mar,West,PSH,59.9,72.8,50.7,2.73,8,61,0,478
1879,Mar,West,DIK,64.1,78.1,53.1,1.55,6,54,0,773
1879,Mar,West,MLT,66.7,82,55.2,1.73,6,56,0,722
1879,Mar,West,SRS,69,85.3,55.7,0.52,3,41,0,384
1879,Apr,Central,DLH,86.7,102,73.8,0.05,1,25,78,1093
1879,Apr,Central,LAH,83.7,100.7,66.3,0,0,29,16,1037
1879,Apr,Submontane,LDH,76.1,99.1,61.4,0.18,1,44,23,531
1879,Apr,North,SLK,80.5,98.3,65.6,0,0,35,11,753
1879,Apr,North,RWL,75,93,59.7,0.38,5,47,50,1740
1879,Apr,West,PSH,73.3,90.4,60.7,0.24,2,40,0,403
1879,Apr,West,DIK,79.9,96.9,65.1,0,0,31,0,463
1879,Apr,West,MLT,80.2,98.4,64.1,0,0,36,0,483
1879,Apr,West,SRS,83.8,102.2,67.7,0,0,24,170,367
1879,May,Central,DLH,93.9,108.9,81.5,0,0,24,140,1905
1879,May,Central,LAH,92.2,108.2,75.2,0.01,1,24,350,1530
1879,May,Submontane,LDH,86.2,108.3,73,0.55,1,33,53,798
1879,May,North,SLK,88.2,105.9,74.7,0.15,1,28,11,1285
1879,May,North,RWL,83.8,101.3,69.3,0.32,4,43,533,1996
1879,May,West,PSH,81.5,99.6,68.2,0.14,1,32,383,626
1879,May,West,DIK,88.1,104.6,74,0.16,1,28,0,625
1879,May,West,MLT,90.4,106.7,76.7,0,0,NA,2,578
1879,May,West,SRS,90.6,109.2,74.7,0,0,27,668,419
1879,Jun,Central,DLH,90.3,100.7,82.8,6.79,5,53,187,1352
1879,Jun,Central,LAH,90.5,102.3,79.4,5.48,9,50,657,1305
1879,Jun,Submontane,LDH,87.1,102.4,78.2,8.74,5,52,120,730
1879,Jun,North,SLK,87.6,99.6,78.2,6.69,9,56,9,904
1879,Jun,North,RWL,85.8,99.7,73.6,3.65,8,59,1157,1702
1879,Jun,West,PSH,89.2,105,77.7,0.05,1,40,216,579
1879,Jun,West,DIK,91.1,106,80.5,0.18,4,46,0,446
1879,Jun,West,MLT,92.8,105.1,82.8,1.32,3,58,0,394
1879,Jun,West,SRS,90.6,104.1,81.5,1.12,4,44,216,321
1879,Jul,Central,DLH,85,91.3,79.9,15.28,15,NA,3,788
1879,Jul,Central,LAH,92.9,104,82.8,1.13,6,54,468,1100
1879,Jul,Submontane,LDH,88.7,99.6,82.5,2.65,8,64,43,582
1879,Jul,North,SLK,88.6,97.6,81.1,6.19,7,67,0,819
1879,Jul,North,RWL,85.8,97.4,76.5,7.05,11,67,859,1650
1879,Jul,West,PSH,89.6,104.2,78.7,0.47,1,49,261,392
1879,Jul,West,DIK,91.8,104.8,81.7,2.06,4,53,0,348
1879,Jul,West,MLT,94.2,105.1,85,0.81,2,60,0,309
1879,Jul,West,SRS,91.4,103,82.8,1.34,4,53,34,204
1879,Aug,Central,DLH,81.7,87.7,77.9,8.99,22,NA,6,2608
1879,Aug,Central,LAH,87.3,95.2,80.4,7.49,10,70,151,1002
1879,Aug,Submontane,LDH,85,93.8,80.7,4.53,8,74,13,832
1879,Aug,North,SLK,83.6,90.3,78.7,9.16,12,81,4,709
1879,Aug,North,RWL,81.8,89.5,75.8,15.6,17,82,257,2037
1879,Aug,West,PSH,85.4,96.1,78.2,0.97,4,69,51,282
1879,Aug,West,DIK,89.1,99.7,81.7,1.07,3,64,4,318
1879,Aug,West,MLT,91.7,102.2,84.4,1.03,2,64,0,266
1879,Aug,West,SRS,86.3,95.7,79.5,5.39,6,66,0,268
1879,Sep,Central,DLH,81.9,90.9,75,2.29,4,68,2,5381
1879,Sep,Central,LAH,84.7,96.7,73.7,3.12,3,58,20,1046
1879,Sep,Submontane,LDH,83.4,94.1,76.1,1.11,2,66,0,1581
1879,Sep,North,SLK,82.3,94.4,72.8,1.1,2,64,3,1197
1879,Sep,North,RWL,77.7,91.8,66.4,3.06,7,73,52,4457
1879,Sep,West,PSH,80.3,95.2,68.3,0.16,1,54,56,509
1879,Sep,West,DIK,84.9,98.3,73.4,0.1,1,54,9,301
1879,Sep,West,MLT,87.6,99.5,77.8,0,0,64,0,302
1879,Sep,West,SRS,83.3,95.1,74,1.38,6,58,0,775
1879,Oct,Central,DLH,77.9,90.3,67.9,0.09,1,52,0,7769
1879,Oct,Central,LAH,77.1,93.4,61.8,0.17,2,49,8,1886
1879,Oct,Submontane,LDH,75.9,91.4,64.1,0,0,55,1,2647
1879,Oct,North,SLK,74.7,91.5,61.4,0,0,48,0,1979
1879,Oct,North,RWL,69.2,87.2,53.5,0,0,57,6,4920
1879,Oct,West,PSH,70,88.5,54.8,0,0,45,32,912
1879,Oct,West,DIK,75.6,92.3,60.2,0,0,44,9,361
1879,Oct,West,MLT,77.5,94.9,62.8,0,0,54,0,421
1879,Oct,West,SRS,77,94.2,62.1,0,0,39,0,948
1879,Nov,Central,DLH,65.5,81.2,52.4,0,0,44,0,6491
1879,Nov,Central,LAH,62.4,79.9,45.8,0,0,42,0,1990
1879,Nov,Submontane,LDH,60.7,75.8,48,0,0,46,0,1616
1879,Nov,North,SLK,59.6,79,45.1,0,0,51,1,1764
1879,Nov,North,RWL,54.2,74.1,37.1,0,0,63,0,4284
1879,Nov,West,PSH,55.4,75.2,38.8,0.1,1,42,3,993
1879,Nov,West,DIK,59.6,78.8,42.3,0,0,39,0,639
1879,Nov,West,MLT,62.1,80.1,47.3,0,0,53,0,689
1879,Nov,West,SRS,62.2,81.5,44.8,0,0,35,0,610
1879,Dec,Central,DLH,58.3,72.8,45.9,1.22,2,50,0,3945
1879,Dec,Central,LAH,54.4,70.8,39.9,0.45,2,51,1,1783
1879,Dec,Submontane,LDH,52.3,70.1,38.7,0.85,2,54,0,921
1879,Dec,North,SLK,52.4,69.4,39.3,0.38,2,60,0,1464
1879,Dec,North,RWL,47.9,65.7,32.8,1.25,2,59,0,3161
1879,Dec,West,PSH,48.7,65.5,34.5,0.52,2,57,0,651
1879,Dec,West,DIK,52.6,70.6,36.2,0.04,1,48,16,711
1879,Dec,West,MLT,53.6,71.8,38.8,0,0,58,0,724
1879,Dec,West,SRS,54.7,72.8,38.6,0.72,2,45,0,394
1880,Jan,Central,DLH,60,73.3,48.5,0.07,2,55,0,2308
1880,Jan,Central,LAH,56.2,72.2,42.3,0,0,54,0,1392
1880,Jan,Submontane,LDH,54.9,71.4,42.8,0.26,2,62,0,879
1880,Jan,North,SLK,53.8,70.9,41.7,0.05,1,66,0,1287
1880,Jan,North,RWL,50.4,67.1,36.7,0.76,1,64,0,2440
1880,Jan,West,PSH,51.5,68.2,37.6,0,0,55,0,712
1880,Jan,West,DIK,54.6,73.3,37.9,0.04,1,44,0,856
1880,Jan,West,MLT,55.4,73.5,41.7,0,0,57,0,921
1880,Jan,West,SRS,57.6,74.9,42,0,0,46,0,529
1880,Feb,Central,DLH,60.9,73.3,50,0.2,1,53,0,1408
1880,Feb,Central,LAH,56.5,68.7,45.7,0.78,5,59,0,1088
1880,Feb,Submontane,LDH,55.7,68.7,46.9,3.93,5,62,0,487
1880,Feb,North,SLK,54.2,68.9,44.7,1.57,4,68,0,939
1880,Feb,North,RWL,49.5,62.1,39.7,2.51,7,67,0,1695
1880,Feb,West,PSH,50.2,63.7,39.9,0.37,4,56,0,531
1880,Feb,West,DIK,54.6,69.2,42.5,0.03,1,44,0,642
1880,Feb,West,MLT,55.8,70.3,43,0.46,1,56,0,760
1880,Feb,West,SRS,57.1,71.8,45.2,0.36,2,53,0,524
1880,Mar,Central,DLH,80.7,96.2,66.7,0,0,34,0,1238
1880,Mar,Central,LAH,78.5,95.2,61.7,0,0,37,0,881
1880,Mar,Submontane,LDH,75,92.1,62.1,0,0,NA,0,500
1880,Mar,North,SLK,74.7,92.5,59.6,0,0,46,0,814
1880,Mar,North,RWL,69.9,88.2,54.1,0,0,49,1,1218
1880,Mar,West,PSH,70,88,56.4,0,0,45,0,464
1880,Mar,West,DIK,75.4,93.6,59.5,0,0,33,0,517
1880,Mar,West,MLT,76.9,95.4,61.4,0,0,46,0,634
1880,Mar,West,SRS,78.4,98.2,60.5,0,0,34,0,518
1880,Apr,Central,DLH,88.2,103.7,75.1,0.04,1,25,0,1125
1880,Apr,Central,LAH,87.5,103.2,71.6,0,0,26,4,849
1880,Apr,Submontane,LDH,83.3,100.9,69.5,0,0,45,0,639
1880,Apr,North,SLK,84.6,101,71.2,0.1,1,31,0,755
1880,Apr,North,RWL,77.6,96,61.8,0.1,2,41,0,1014
1880,Apr,West,PSH,76.4,94.7,62.7,0.11,3,38,1,382
1880,Apr,West,DIK,83.1,100.7,68.6,0,0,28,0,392
1880,Apr,West,MLT,83.3,102.5,69.1,0,0,NA,0,536
1880,Apr,West,SRS,86.8,105.2,70,0,0,27,0,558
1880,May,Central,DLH,90.3,104.7,78.9,0.25,3,38,0,1441
1880,May,Central,LAH,92.8,106.9,77.8,0.89,2,32,1,1117
1880,May,Submontane,LDH,86.7,103.9,73.4,0.1,1,43,1,560
1880,May,North,SLK,89.8,105.2,77.1,0.61,3,36,0,987
1880,May,North,RWL,84.4,102.2,69.4,1.07,5,42,1,1199
1880,May,West,PSH,84.7,102.8,70.8,0.52,3,36,0,495
1880,May,West,DIK,90.3,106.4,76.9,0,0,33,0,538
1880,May,West,MLT,91.5,106.4,78.6,0,0,50,0,739
1880,May,West,SRS,94.1,109.2,80.8,0.08,1,30,1,772
1880,Jun,Central,DLH,95.4,106.1,87,1.3,2,46,2,1485
1880,Jun,Central,LAH,96.5,108.3,84.6,3.1,7,40,2,1129
1880,Jun,Submontane,LDH,91.3,107,80.1,6.14,4,50,1,778
1880,Jun,North,SLK,95.3,108.8,84.7,1.12,4,46,0,1073
1880,Jun,North,RWL,91.6,106.8,73,2.3,7,46,1,1206
1880,Jun,West,PSH,93,110.2,80.5,0.47,3,36,1,391
1880,Jun,West,DIK,94.6,108.8,83.2,0,0,44,0,533
1880,Jun,West,MLT,94.2,108.2,85.2,0.97,3,47,0,506
1880,Jun,West,SRS,96.2,107.5,87.2,3.22,4,40,1,743
1880,Jul,Central,DLH,83.6,92.3,79.4,12.67,11,73,0,879
1880,Jul,Central,LAH,87.1,95.4,78.9,4.73,6,70,1,860
1880,Jul,Submontane,LDH,83.3,93.5,76.8,26.32,15,76,1,569
1880,Jul,North,SLK,84.2,93.3,77,11.26,10,73,0,854
1880,Jul,North,RWL,81.1,96.6,69.6,6.46,13,68,0,1068
1880,Jul,West,PSH,88.6,103.3,78.1,1.65,2,51,1,365
1880,Jul,West,DIK,90.8,102.4,81,1.27,4,59,0,440
1880,Jul,West,MLT,89.5,103.7,80,2.25,2,59,0,467
1880,Jul,West,SRS,87.6,97.3,80.2,0.97,4,63,0,455
1880,Aug,Central,DLH,86.9,96,78.9,2.95,3,60,0,865
1880,Aug,Central,LAH,90.6,101.3,80,0.58,1,54,0,1321
1880,Aug,Submontane,LDH,86,97.5,78.2,3.75,3,65,0,791
1880,Aug,North,SLK,87.6,98.5,78.6,2.08,6,64,0,1255
1880,Aug,North,RWL,81.9,99.9,69.5,3.86,9,67,1,1313
1880,Aug,West,PSH,87.9,101.5,77.5,0,0,53,30,308
1880,Aug,West,DIK,90.5,102.7,80.4,1.8,2,54,0,425
1880,Aug,West,MLT,89,101.1,80.8,0.2,1,62,0,423
1880,Aug,West,SRS,89.9,101.3,80.1,0.11,2,50,0,676
1880,Sep,Central,DLH,83,92.5,76,7.84,5,65,0,947
1880,Sep,Central,LAH,86.9,100,74.7,0.29,5,51,0,1614
1880,Sep,Submontane,LDH,84.6,96.4,76.1,0.38,2,59,0,1599
1880,Sep,North,SLK,83.2,97.3,73.2,2.08,3,57,0,2065
1880,Sep,North,RWL,77.5,97.4,64.2,2.62,5,57,4,1556
1880,Sep,West,PSH,79.3,94.7,68,1.39,5,54,7,469
1880,Sep,West,DIK,85.2,99.7,73.4,0.41,2,52,0,395
1880,Sep,West,MLT,84.8,99.9,73.6,0.62,3,60,0,469
1880,Sep,West,SRS,86.3,100.4,74.8,0.75,3,46,0,588
1880,Oct,Central,DLH,79.6,92.4,68.5,0,0,44,0,1074
1880,Oct,Central,LAH,78.6,97.2,61.1,0,0,40,5,1644
1880,Oct,Submontane,LDH,77.4,94.1,65.6,0,0,50,0,1463
1880,Oct,North,SLK,76.2,95.4,61.2,0,0,42,1,2120
1880,Oct,North,RWL,72.1,92.7,54.7,0.01,1,36,20,1811
1880,Oct,West,PSH,72.3,91,56.4,0,0,41,76,840
1880,Oct,West,DIK,75.3,95.5,58.1,0,0,43,0,531
1880,Oct,West,MLT,77.2,95.9,61.7,0,0,63,0,785
1880,Oct,West,SRS,79.9,98,63.1,0,0,28,0,543
1880,Nov,Central,DLH,67.1,81.2,55.4,0.41,1,47,0,1378
1880,Nov,Central,LAH,64.9,81.4,50.5,0.26,2,52,0,1785
1880,Nov,Submontane,LDH,63.5,80.2,51.2,0,0,63,0,1193
1880,Nov,North,SLK,62.3,80.7,50.2,0.62,1,57,0,1782
1880,Nov,North,RWL,58.4,77.6,42.7,0.01,1,49,3,1852
1880,Nov,West,PSH,58.6,77.6,44.5,0,0,50,51,830
1880,Nov,West,DIK,63.1,82.1,47.9,0,0,50,0,557
1880,Nov,West,MLT,64.8,82.6,52,0,0,57,0,740
1880,Nov,West,SRS,66.2,84.4,49.6,0,0,38,1,595
1880,Dec,Central,DLH,59.1,71.2,48.9,1.32,3,59,0,1429
1880,Dec,Central,LAH,55.7,69.2,43.9,0.64,2,65,1,1901
1880,Dec,Submontane,LDH,53.6,68.3,42.8,0.47,2,65,0,931
1880,Dec,North,SLK,54.1,68.3,43,0.7,2,72,0,1429
1880,Dec,North,RWL,49.7,67.2,36,0.63,3,67,0,1944
1880,Dec,West,PSH,50.6,66.7,38.2,0.5,1,65,0,865
1880,Dec,West,DIK,54.6,70.3,42.1,0.83,2,66,0,645
1880,Dec,West,MLT,56.4,70.9,45,0.57,2,60,0,1050
1880,Dec,West,SRS,62.1,71,43.7,0.68,2,56,0,581
1881,Jan,Central,DLH,59.5,73.7,46.9,0,0,48,0,1214
1881,Jan,Central,LAH,55.8,72,41.3,0.03,1,54,0,1571
1881,Jan,Submontane,LDH,54.2,71.8,42,0.75,1,60,0,778
1881,Jan,North,SLK,54,70.2,40.7,0.23,2,65,1,1357
1881,Jan,North,RWL,48.5,69.4,31.9,0.1,1,61,0,1632
1881,Jan,West,PSH,51,68.3,36.8,0.35,1,58,0,794
1881,Jan,West,DIK,54.3,73.8,38.6,0.05,1,55,0,704
1881,Jan,West,MLT,56.2,73.3,41.3,0,0,55,0,1105
1881,Jan,West,SRS,57.2,74.2,41.7,0.06,1,45,0,627
1881,Feb,Central,DLH,67.7,81.4,56,0.59,3,45,0,1249
1881,Feb,Central,LAH,63.9,77.6,51.1,1.31,4,55,0,1231
1881,Feb,Submontane,LDH,61.9,80.6,49.3,2.12,5,64,0,687
1881,Feb,North,SLK,61.5,76.1,49.5,2.1,3,59,0,929
1881,Feb,North,RWL,56.9,72.9,43.5,3.34,5,62,0,1313
1881,Feb,West,PSH,57.4,72.7,44.8,0.49,2,53,0,928
1881,Feb,West,DIK,61.4,78.9,47.5,0.46,4,55,0,529
1881,Feb,West,MLT,63.2,78.3,50.1,0.5,3,55,0,889
1881,Feb,West,SRS,65.4,81.8,50.6,0,0,42,0,601
1881,Mar,Central,DLH,69.5,81,59.8,2.01,5,58,0,1183
1881,Mar,Central,LAH,66.9,77.5,55.8,2.35,6,64,2,936
1881,Mar,Submontane,LDH,66,79.8,56.9,3.07,7,NA,0,525
1881,Mar,North,SLK,64.5,76.8,54.1,1.37,4,66,0,766
1881,Mar,North,RWL,60.2,74.4,49.3,1.98,7,71,0,1199
1881,Mar,West,PSH,61.5,74.8,51.4,2.2,6,62,0,755
1881,Mar,West,DIK,66.5,80.2,55.7,1.7,7,56,0,457
1881,Mar,West,MLT,68.9,81.9,58.6,0.7,2,56,0,703
1881,Mar,West,SRS,68.7,82.2,57,2.16,3,53,0,651
1881,Apr,Central,DLH,85.7,99.1,74.8,0.3,4,34,0,1408
1881,Apr,Central,LAH,81.6,94.3,68.6,0.57,7,43,0,856
1881,Apr,Submontane,LDH,80.8,96.8,69.3,0.54,4,NA,0,582
1881,Apr,North,SLK,77.3,91.6,65.1,2.34,4,50,1,669
1881,Apr,North,RWL,70.9,86.2,60.5,3.65,10,70,0,830
1881,Apr,West,PSH,70.2,82.4,61.2,4.89,12,59,0,767
1881,Apr,West,DIK,75.6,89.4,65.2,2.45,8,50,0,490
1881,Apr,West,MLT,80.7,95,68.9,0.06,1,50,0,827
1881,Apr,West,SRS,82.3,97.8,69.3,0.72,2,41,0,744
1881,May,Central,DLH,91.3,105.3,79.4,0.14,3,45,29,1201
1881,May,Central,LAH,90.4,104.7,74.5,0.95,5,38,2,1015
1881,May,Submontane,LDH,88.4,109.7,73.9,0.28,2,NA,0,707
1881,May,North,SLK,86.9,103.9,72.8,0.75,3,38,0,1118
1881,May,North,RWL,82.8,100.5,67.4,0.35,3,56,0,860
1881,May,West,PSH,83.1,99.8,70,0.03,1,43,0,695
1881,May,West,DIK,88.3,104.4,74.7,0,0,40,0,515
1881,May,West,MLT,90,105.8,77.4,0.03,1,40,0,689
1881,May,West,SRS,90.6,106.7,76.4,0.26,1,33,0,684
1881,Jun,Central,DLH,93.4,104.8,85.4,1.71,4,57,86,1217
1881,Jun,Central,LAH,95.5,107.6,83.6,0.44,2,44,51,1075
1881,Jun,Submontane,LDH,95.8,113.5,85,2.92,2,NA,1,659
1881,Jun,North,SLK,91.9,105.8,81.1,3.01,5,50,0,892
1881,Jun,North,RWL,90.3,105.7,77.1,1.29,5,59,0,829
1881,Jun,West,PSH,89.2,105.4,77.6,3.85,4,44,1,607
1881,Jun,West,DIK,92.8,107.1,81.2,1.65,4,54,0,466
1881,Jun,West,MLT,93.6,105.9,84.6,0.03,1,54,0,568
1881,Jun,West,SRS,95.5,107.3,86.6,0.28,1,39,0,748
1881,Jul,Central,DLH,85.4,93.3,80.3,11.59,12,76,47,908
1881,Jul,Central,LAH,88.3,96.1,80.2,12.38,9,69,104,789
1881,Jul,Submontane,LDH,92.9,109.1,81.7,14.56,9,NA,1,580
1881,Jul,North,SLK,85.1,95.3,77.6,8.45,9,73,1,805
1881,Jul,North,RWL,86.9,101,75.5,4.5,10,63,1,730
1881,Jul,West,PSH,90.1,104.7,78.7,0.12,1,50,0,566
1881,Jul,West,DIK,91.2,104,81.4,1.37,6,57,0,386
1881,Jul,West,MLT,91.9,101.7,82.9,1.25,6,57,0,516
1881,Jul,West,SRS,86.5,97.1,79.5,11.76,8,66,0,621
1881,Aug,Central,DLH,83.3,90.2,79.1,9.21,20,81,0,661
1881,Aug,Central,LAH,85.5,93.1,78.9,8.05,12,79,818,1510
1881,Aug,Submontane,LDH,87,99.5,80.4,8.34,15,NA,7,680
1881,Aug,North,SLK,82,91.2,75.3,10.25,16,81,6,871
1881,Aug,North,RWL,82.8,94,74,9.43,17,74,10,765
1881,Aug,West,PSH,87.8,100.6,78.5,2.18,3,63,0,330
1881,Aug,West,DIK,90.3,101.6,81.2,1.43,3,66,0,224
1881,Aug,West,MLT,89.8,99.4,82.6,1.7,4,66,0,411
1881,Aug,West,SRS,83.9,92.1,78.8,7.58,13,77,0,474
1881,Sep,Central,DLH,85.2,93.7,77.9,0.75,4,63,5,1081
1881,Sep,Central,LAH,87,98.1,76.1,0.18,1,59,590,2040
1881,Sep,Submontane,LDH,85.3,97.6,77.5,0.35,2,75,12,1743
1881,Sep,North,SLK,84.1,96.1,73.4,2.53,3,66,272,1898
1881,Sep,North,RWL,83.2,95.6,72.3,1.67,4,67,25,921
1881,Sep,West,PSH,83.3,97.5,71.8,0.97,1,57,1,419
1881,Sep,West,DIK,88.4,102,76.9,0,0,63,0,265
1881,Sep,West,MLT,87.1,99.6,78.6,0,0,63,0,530
1881,Sep,West,SRS,85.4,96.8,75.6,0.02,1,61,0,1122
1881,Oct,Central,DLH,81.2,94.7,69.1,0,0,46,0,1696
1881,Oct,Central,LAH,79.4,94.8,64.3,0.12,1,50,71,3684
1881,Oct,Submontane,LDH,75.9,93.6,65.2,0,0,62,0,2290
1881,Oct,North,SLK,76.5,93.4,61.9,0.08,1,50,32,4046
1881,Oct,North,RWL,73,90,58.5,0.4,2,57,32,1221
1881,Oct,West,PSH,72.3,90.3,58.3,0.76,2,46,1,718
1881,Oct,West,DIK,78.2,95.4,63.9,0,0,58,0,374
1881,Oct,West,MLT,79,95.3,68.1,0,0,58,0,1261
1881,Oct,West,SRS,79.7,96,64.5,0,0,45,0,1234
1881,Nov,Central,DLH,68.2,85,54.7,0,0,37,0,1852
1881,Nov,Central,LAH,64.1,82.5,47.8,0,0,50,5,3691
1881,Nov,Submontane,LDH,61,81.5,47.9,0,0,51,0,1563
1881,Nov,North,SLK,62,81.1,45.5,0,0,56,0,3644
1881,Nov,North,RWL,58.1,78.4,41.1,0,0,58,22,1278
1881,Nov,West,PSH,59.2,78.5,43.2,0,0,48,0,774
1881,Nov,West,DIK,60.5,82.7,43.4,0,0,50,0,450
1881,Nov,West,MLT,64,82.8,48.5,0,0,50,0,1480
1881,Nov,West,SRS,63.8,84,45.2,0,0,39,0,824
1881,Dec,Central,DLH,62,76.5,49.4,0,0,42,0,2064
1881,Dec,Central,LAH,57.6,74.4,43.2,0,0,53,0,2660
1881,Dec,Submontane,LDH,56.2,74.6,43.6,0,0,52,0,945
1881,Dec,North,SLK,55.7,73.2,40.6,0.07,1,60,0,2320
1881,Dec,North,RWL,51.3,69.8,36.3,0.39,1,64,0,1385
1881,Dec,West,PSH,53.2,69.6,39.8,0.06,1,59,0,952
1881,Dec,West,DIK,55.7,76,40.3,0,0,50,0,661
1881,Dec,West,MLT,57.6,75.4,43.1,0,0,50,0,1780
1881,Dec,West,SRS,58.8,77.3,41.9,0,0,43,0,770
1882,Jan,Central,DLH,60.3,71.9,50.3,1.04,4,60,3,1218
1882,Jan,Central,LAH,56.8,68,47.4,1.43,3,72,0,1732
1882,Jan,Submontane,LDH,54.8,68.9,46.4,2.72,5,63,0,598
1882,Jan,North,SLK,56.1,66.1,47.8,2.33,3,78,0,1418
1882,Jan,North,RWL,51.6,65.7,42.2,3.11,6,78,0,1324
