Year,Month,Met region,Station ,Tmean,Tmean max,Tmean min,Rtotal,Rdays,Hmean ,Mtotal,Mmille,Mch,Mfv
1880,Sep,East Coast South,MDS,82.40,92.60,76.50,8.82,15.00,71.00,1092.00,,0.00,257.00
1880,Sep,East Coast Central,MSL,83.00,NA,NA,2.82,13.00,73.00,2070.00,,0.00,968.00
1880,Sep,Central,BLL,79.10,89.70,72.40,2.86,7.00,65.00,1898.00,,0.00,701.00
1880,Sep,East Coast North,VZG,84.40,87.00,82.40,1.70,10.00,71.00,1610.00,,0.00,1384.00
1880,Oct,South,MDR,81.10,93.20,73.10,14.00,14.00,65.00,1357.00,,0.00,674.00
1880,Oct,South Central,SLM,78.20,89.40,71.40,10.55,22.00,73.00,1654.00,,0.00,762.00
1880,Oct,South Central,CMB,76.70,88.50,70.80,10.41,19.00,77.00,1592.00,,0.00,762.00
1880,Oct,East Coast South,NGP,80.70,88.50,74.70,6.29,12.00,79.00,3912.00,,2.00,371.00
1880,Oct,East Coast South,TRC,80.50,91.20,73.40,5.07,9.00,77.00,1704.00,,0.00,491.00
1880,Oct,East Coast South,MDS,80.50,88.70,75.20,8.61,17.00,79.00,1091.00,,0.00,231.00
1880,Oct,East Coast Central,MSL,83.20,NA,NA,3.16,9.00,76.00,2004.00,,0.00,932.00
1880,Oct,Central,BLL,78.60,90.20,71.40,6.10,15.00,69.00,1845.00,,0.00,604.00
1880,Oct,East Coast North,VZG,83.60,86.00,81.40,11.40,13.00,73.00,1574.00,,1.00,1322.00
1880,Nov,South,MDR,78.50,87.40,71.90,6.24,15.00,72.00,1656.00,,0.00,787.00
1880,Nov,South Central,SLM,76.00,85.60,70.20,9.33,20.00,83.00,1742.00,,0.00,792.00
1880,Nov,South Central,CMB,75.40,84.90,70.20,6.12,19.00,78.00,1713.00,,0.00,896.00
1880,Nov,East Coast South,NGP,78.10,83.30,73.80,33.13,23.00,87.00,4353.00,,2.00,385.00
1880,Nov,East Coast South,TRC,77.10,84.70,71.40,13.89,17.00,85.00,1941.00,,0.00,550.00
1880,Nov,East Coast South,MDS,77.40,83.60,73.50,22.97,24.00,85.00,1136.00,,0.00,257.00
1880,Nov,East Coast Central,MSL,77.90,NA,NA,14.83,15.00,83.00,1874.00,,0.00,943.00
1880,Nov,Central,BLL,74.80,84.40,68.40,3.39,8.00,75.00,1815.00,,0.00,603.00
1880,Nov,East Coast North,VZG,78.80,80.50,76.80,10.50,11.00,71.00,1559.00,,0.00,1361.00
1880,Dec,South,MDR,77.10,87.80,69.80,1.70,3.00,77.00,2007.00,,0.00,1002.00
1880,Dec,South Central,SLM,73.50,84.10,64.50,2.38,7.00,72.00,2329.00,,0.00,1113.00
1880,Dec,South Central,CMB,71.80,82.30,64.10,1.90,6.00,70.00,2147.00,,0.00,1124.00
1880,Dec,East Coast South,NGP,76.60,81.80,71.60,6.07,9.00,80.00,4813.00,,2.00,435.00
1880,Dec,East Coast South,TRC,74.70,83.70,66.60,3.24,7.00,83.00,2189.00,,0.00,659.00
1880,Dec,East Coast South,MDS,74.90,83.20,69.00,5.77,9.00,78.00,1336.00,,0.00,326.00
1880,Dec,East Coast Central,MSL,76.10,NA,NA,1.84,3.00,69.00,2306.00,,1.00,1334.00
1880,Dec,Central,BLL,72.50,86.10,61.90,0.06,2.00,60.00,2436.00,,0.00,864.00
1880,Dec,East Coast North,VZG,74.80,78.50,70.70,1.40,2.00,64.00,2133.00,,0.00,1877.00
1881,Jan,South,MDR,77.90,89.30,69.80,0.35,2.00,70.00,1712.00,,0.00,790.00
1881,Jan,South Central,SLM,74.00,85.90,63.10,0.00,0.00,59.00,2351.00,,0.00,1138.00
1881,Jan,South Central,CMB,72.60,84.20,63.20,0.08,2.00,59.00,1864.00,,0.00,1066.00
1881,Jan,East Coast South,NGP,75.00,80.70,69.10,5.37,11.00,78.00,4368.00,,0.00,384.00
1881,Jan,East Coast South,TRC,74.60,84.90,65.20,0.25,2.00,78.00,2063.00,,0.00,674.00
1881,Jan,East Coast South,MDS,75.20,84.20,68.00,0.52,3.00,68.00,1418.00,,0.00,401.00
1881,Jan,East Coast Central,MSL,76.10,83.00,NA,0.00,0.00,61.00,1932.00,,0.00,1009.00
1881,Jan,Central,BLL,72.00,86.70,59.40,0.00,0.00,50.00,2474.00,,0.00,958.00
1881,Jan,East Coast North,VZG,74.40,78.70,68.70,0.00,0.00,60.00,2134.00,,0.00,1898.00
1881,Feb,South,MDR,78.50,93.10,68.20,0.00,0.00,64.00,1492.00,,0.00,747.00
1881,Feb,South Central,SLM,76.90,91.30,62.30,0.00,0.00,59.00,2192.00,,0.00,1197.00
1881,Feb,South Central,CMB,76.30,91.90,63.60,0.00,0.00,50.00,2052.00,,0.00,1235.00
1881,Feb,East Coast South,NGP,77.10,82.60,70.90,0.00,0.00,73.00,4012.00,,0.00,409.00
1881,Feb,East Coast South,TRC,77.30,90.70,65.10,0.00,0.00,75.00,1821.00,,0.00,613.00
1881,Feb,East Coast South,MDS,75.40,86.30,65.70,0.00,0.00,68.00,1347.00,,0.00,336.00
1881,Feb,East Coast Central,MSL,74.80,86.20,64.10,0.00,0.00,71.00,1382.00,,0.00,676.00
1881,Feb,Central,BLL,77.90,NA,NA,0.00,0.00,31.00,2414.00,,0.00,907.00
1881,Feb,East Coast North,VZG,77.50,83.20,71.20,0.00,0.00,58.00,1528.00,,0.00,1326.00
1881,Mar,South,MDR,81.80,99.60,68.90,0.11,2.00,63.00,1284.00,,0.00,622.00
1881,Mar,South Central,SLM,82.90,98.10,70.10,0.00,0.00,48.00,1690.00,,0.00,905.00
1881,Mar,South Central,CMB,80.80,96.50,69.20,0.13,2.00,51.00,1711.00,,0.00,1002.00
1881,Mar,East Coast South,NGP,81.00,88.50,73.70,0.00,0.00,73.00,3253.00,,0.00,311.00
1881,Mar,East Coast South,TRC,82.40,96.30,70.70,1.07,2.00,66.00,1397.00,,0.00,467.00
1881,Mar,East Coast South,MDS,80.20,89.60,72.50,0.00,0.00,71.00,1503.00,,0.00,301.00
1881,Mar,East Coast Central,MSL,81.00,91.20,73.20,0.00,0.00,72.00,1361.00,,0.00,682.00
1881,Mar,Central,BLL,86.20,NA,NA,0.53,4.00,34.00,2658.00,,0.00,1115.00
1881,Mar,East Coast North,VZG,83.10,86.90,79.50,0.70,3.00,62.00,1587.00,,1.00,1206.00
1881,Apr,South,MDR,86.00,102.90,74.60,0.00,0.00,63.00,1238.00,,0.00,575.00
1881,Apr,South Central,SLM,88.80,103.40,76.50,0.00,0.00,48.00,1619.00,,0.00,784.00
1881,Apr,South Central,CMB,84.90,100.40,74.60,0.00,0.00,52.00,1405.00,,0.00,781.00
1881,Apr,East Coast South,NGP,84.70,92.80,77.80,0.00,0.00,74.00,3134.00,,0.00,365.00
1881,Apr,East Coast South,TRC,88.80,102.70,76.90,0.00,0.00,56.00,1583.00,,0.00,550.00
1881,Apr,East Coast South,MDS,84.50,93.30,77.20,0.00,0.00,72.00,1238.00,,0.00,270.00
1881,Apr,East Coast Central,MSL,85.40,96.90,78.00,0.00,0.00,77.00,1329.00,,0.00,572.00
1881,Apr,Central,BLL,90.90,NA,NA,1.95,7.00,34.00,2208.00,,0.00,914.00
1881,Apr,East Coast North,VZG,86.60,89.40,83.80,0.20,1.00,67.00,1346.00,,40.00,1064.00
1881,May,South,MDR,86.90,104.00,75.60,2.79,5.00,61.00,1258.00,,0.00,654.00
1881,May,South Central,SLM,86.00,100.70,75.30,5.25,15.00,60.00,1798.00,,0.00,904.00
1881,May,South Central,CMB,81.80,95.80,73.70,5.60,16.00,66.00,1215.00,,0.00,620.00
1881,May,East Coast South,NGP,87.80,99.90,80.70,0.23,1.00,66.00,3409.00,,3.00,414.00
1881,May,East Coast South,TRC,89.10,103.50,77.60,0.97,3.00,56.00,1763.00,,0.00,590.00
1881,May,East Coast South,MDS,88.20,100.40,81.50,0.26,1.00,65.00,1131.00,,0.00,295.00
1881,May,East Coast Central,MSL,89.20,99.90,82.50,0.84,3.00,68.00,1582.00,,0.00,738.00
1881,May,Central,BLL,90.90,NA,NA,1.21,4.00,38.00,1970.00,,0.00,709.00
1881,May,East Coast North,VZG,87.50,89.60,85.40,1.40,3.00,70.00,1426.00,,83.00,1107.00
1881,Jun,South,MDR,85.70,101.40,75.90,0.94,5.00,59.00,1250.00,,0.00,594.00
1881,Jun,South Central,SLM,83.30,95.80,74.50,3.50,13.00,65.00,1682.00,,0.00,827.00
1881,Jun,South Central,CMB,78.90,92.60,71.80,0.97,8.00,68.00,1365.00,,0.00,734.00
1881,Jun,East Coast South,NGP,86.20,99.50,79.80,1.03,6.00,64.00,3368.00,,6.00,417.00
1881,Jun,East Coast South,TRC,88.40,101.10,78.10,0.02,1.00,60.00,1650.00,,0.00,512.00
1881,Jun,East Coast South,MDS,86.90,98.70,80.50,2.33,16.00,63.00,1065.00,,0.00,267.00
1881,Jun,East Coast Central,MSL,86.80,97.90,80.10,7.69,12.00,69.00,1425.00,,0.00,627.00
1881,Jun,Central,BLL,85.00,NA,NA,0.71,6.00,53.00,1898.00,,0.00,621.00
1881,Jun,East Coast North,VZG,86.90,89.20,84.90,8.60,9.00,70.00,1362.00,,90.00,990.00
1881,Jul,South,MDR,86.40,101.60,76.10,0.70,3.00,57.00,1253.00,,0.00,579.00
1881,Jul,South Central,SLM,83.10,95.80,73.30,2.53,9.00,62.00,1650.00,,0.00,828.00
1881,Jul,South Central,CMB,78.40,91.30,71.80,0.62,8.00,68.00,1522.00,,0.00,858.00
1881,Jul,East Coast South,NGP,85.50,99.40,79.00,0.40,2.00,64.00,3579.00,,5.00,384.00
1881,Jul,East Coast South,TRC,87.10,99.50,77.00,2.66,2.00,58.00,1760.00,,0.00,586.00
1881,Jul,East Coast South,MDS,86.80,100.00,80.50,2.60,12.00,59.00,1200.00,,0.00,303.00
1881,Jul,East Coast Central,MSL,86.40,95.60,81.00,2.21,14.00,66.00,1811.00,,0.00,869.00
1881,Jul,Central,BLL,82.50,NA,NA,0.14,5.00,58.00,1935.00,,0.00,618.00
1881,Jul,East Coast North,VZG,85.50,88.00,83.30,2.70,7.00,69.00,1465.00,,2.00,1185.00
1881,Aug,South,MDR,84.80,99.30,75.40,5.29,6.00,60.00,1272.00,,0.00,511.00
1881,Aug,South Central,SLM,80.40,92.00,72.80,15.86,23.00,70.00,1529.00,,0.00,725.00
1881,Aug,South Central,CMB,77.60,89.80,71.20,0.57,6.00,73.00,1415.00,,0.00,708.00
1881,Aug,East Coast South,NGP,83.50,95.40,77.20,3.09,15.00,68.00,3667.00,,0.00,345.00
1881,Aug,East Coast South,TRC,83.80,96.20,75.10,7.40,9.00,68.00,1618.00,,0.00,500.00
1881,Aug,East Coast South,MDS,83.10,93.60,77.50,5.08,12.00,72.00,1142.00,,0.00,257.00
1881,Aug,East Coast Central,MSL,83.10,92.50,77.70,7.78,18.00,78.00,1808.00,,0.00,821.00
1881,Aug,Central,BLL,82.60,NA,NA,0.98,6.00,58.00,1807.00,,0.00,552.00
1881,Aug,East Coast North,VZG,85.50,88.10,83.30,7.50,13.00,72.00,1622.00,,0.00,1387.00
1881,Sep,South,MDR,82.30,95.40,74.20,9.95,10.00,63.00,1339.00,,0.00,599.00
1881,Sep,South Central,SLM,79.60,90.10,71.70,9.49,16.00,70.00,1575.00,,0.00,745.00
1881,Sep,South Central,CMB,78.10,91.20,71.40,0.19,6.00,73.00,1627.00,,0.00,828.00
1881,Sep,East Coast South,NGP,82.80,92.90,75.80,4.49,10.00,73.00,3928.00,,4.00,389.00
1881,Sep,East Coast South,TRC,82.70,93.90,74.20,4.99,12.00,68.00,1557.00,,0.00,451.00
1881,Sep,East Coast South,MDS,82.20,92.30,76.00,8.11,16.00,71.00,1084.00,,0.00,307.00
1881,Sep,East Coast Central,MSL,82.10,90.40,77.20,7.71,18.00,76.00,1753.00,,0.00,837.00
1881,Sep,Central,BLL,81.00,92.20,73.80,6.70,10.00,61.00,1739.00,,0.00,541.00
1881,Sep,East Coast North,VZG,85.50,87.50,83.30,5.80,14.00,73.00,1719.00,,0.00,1524.00
1881,Oct,South,MDR,81.40,93.00,73.80,4.56,8.00,67.00,1570.00,,3.00,690.00
1881,Oct,South Central,SLM,80.00,91.10,70.50,2.97,5.00,67.00,1913.00,,59.00,845.00
1881,Oct,South Central,CMB,78.30,90.60,70.80,7.16,7.00,68.00,1732.00,,13.00,890.00
1881,Oct,East Coast South,NGP,82.30,90.40,75.60,4.39,4.00,72.00,4038.00,,1.00,415.00
1881,Oct,East Coast South,TRC,81.60,92.80,72.80,4.41,6.00,72.00,1842.00,,28.00,528.00
1881,Oct,East Coast South,MDS,82.30,93.10,74.50,1.91,5.00,66.00,1087.00,,2.00,328.00
1881,Oct,East Coast Central,MSL,82.10,92.10,74.30,0.73,4.00,68.00,1728.00,,0.00,818.00
1881,Oct,Central,BLL,80.10,92.80,70.50,0.80,5.00,50.00,1870.00,,120.00,550.00
1881,Oct,East Coast North,VZG,84.20,87.70,79.90,4.30,3.00,63.00,1667.00,,0.00,1453.00
1881,Nov,South,MDR,78.40,87.20,72.10,5.89,12.00,76.00,1783.00,,2.00,776.00
1881,Nov,South Central,SLM,75.60,86.00,67.40,6.45,13.00,76.00,2087.00,,137.00,923.00
1881,Nov,South Central,CMB,75.60,85.10,70.00,6.68,19.00,77.00,2164.00,,129.00,1027.00
1881,Nov,East Coast South,NGP,78.40,83.30,73.80,12.26,19.00,82.00,4180.00,,275.00,400.00
1881,Nov,East Coast South,TRC,77.90,86.30,71.40,3.41,10.00,79.00,2545.00,,617.00,585.00
1881,Nov,East Coast South,MDS,77.60,85.30,72.60,15.40,14.00,80.00,1062.00,,40.00,253.00
1881,Nov,East Coast Central,MSL,77.50,84.60,71.90,7.07,9.00,80.00,1975.00,,0.00,1098.00
1881,Nov,Central,BLL,75.90,87.90,67.30,3.08,8.00,67.00,1757.00,,1.00,632.00
1881,Nov,East Coast North,VZG,80.30,82.80,77.10,4.80,6.00,64.00,1601.00,,0.00,1455.00
1881,Dec,South,MDR,77.30,86.00,71.20,1.98,6.00,75.00,2366.00,,267.00,911.00
1881,Dec,South Central,SLM,74.10,84.80,65.40,1.03,8.00,72.00,2527.00,,344.00,1012.00
1881,Dec,South Central,CMB,74.10,84.20,66.80,0.64,9.00,68.00,2733.00,,290.00,1139.00
1881,Dec,East Coast South,NGP,74.70,78.90,70.70,27.41,20.00,86.00,7025.00,,2507.00,427.00
1881,Dec,East Coast South,TRC,75.00,82.20,69.80,4.04,9.00,79.00,3439.00,,1159.00,721.00
1881,Dec,East Coast South,MDS,75.60,82.70,70.90,7.83,12.00,79.00,1209.00,,81.00,327.00
1881,Dec,East Coast Central,MSL,73.00,81.60,65.20,0.66,2.00,77.00,2319.00,,0.00,1251.00
1881,Dec,Central,BLL,72.70,87.10,61.10,0.00,0.00,57.00,1980.00,,0.00,682.00
1881,Dec,East Coast North,VZG,74.80,78.00,69.80,0.00,1.00,61.00,1858.00,,0.00,1620.00
1882,Jan,South,MDR,77.70,88.70,68.50,0.68,3.00,64.00,2200.00,,305.00,861.00
1882,Jan,South Central,SLM,74.40,87.00,62.00,0.93,4.00,61.00,2381.00,,401.00,884.00
1882,Jan,South Central,CMB,73.40,85.40,63.40,1.04,4.00,61.00,2362.00,,133.00,1050.00
1882,Jan,East Coast South,NGP,76.10,81.10,70.00,1.41,8.00,77.00,10109.00,,5958.00,344.00
1882,Jan,East Coast South,TRC,75.40,85.90,67.30,1.48,4.00,72.00,2960.00,,1013.00,499.00
1882,Jan,East Coast South,MDS,74.80,84.40,67.50,0.27,2.00,74.00,1335.00,,153.00,365.00
1882,Jan,East Coast Central,MSL,74.40,84.50,66.40,0.01,1.00,79.00,1822.00,,0.00,930.00
1882,Jan,Central,BLL,74.70,90.10,62.40,0.32,3.00,48.00,1007.00,,6.00,413.00
1882,Jan,East Coast North,VZG,76.40,80.10,71.90,0.10,1.00,67.00,2008.00,,0.00,1738.00
1882,Feb,South,MDR,79.60,93.50,67.80,0.50,1.00,59.00,1653.00,,156.00,673.00
1882,Feb,South Central,SLM,78.80,94.30,64.30,0.00,0.00,46.00,1789.00,,152.00,785.00
1882,Feb,South Central,CMB,77.20,93.00,63.30,0.00,0.00,47.00,2202.00,,60.00,1056.00
1882,Feb,East Coast South,NGP,77.60,83.90,70.10,0.00,0.00,77.00,5251.00,,2171.00,300.00
1882,Feb,East Coast South,TRC,78.90,92.10,68.50,0.00,0.00,63.00,1863.00,,359.00,478.00
1882,Feb,East Coast South,MDS,76.50,87.00,67.50,0.00,0.00,73.00,1245.00,,175.00,335.00
1882,Feb,East Coast Central,MSL,77.20,87.80,68.70,0.00,0.00,74.00,1284.00,,9.00,613.00
1882,Feb,Central,BLL,79.00,96.10,65.30,0.00,0.00,29.00,1139.00,,0.00,449.00
1882,Feb,East Coast North,VZG,79.50,83.10,75.20,0.00,0.00,66.00,1503.00,,0.00,1269.00
1882,Mar,South,MDR,84.20,98.00,73.30,0.00,0.00,58.00,1373.00,,48.00,599.00
1882,Mar,South Central,SLM,83.80,99.10,70.20,2.17,3.00,46.00,1600.00,,49.00,796.00
1882,Mar,South Central,CMB,81.80,96.70,70.00,0.42,2.00,50.00,2128.00,,27.00,985.00
1882,Mar,East Coast South,NGP,81.80,89.10,75.10,0.00,0.00,72.00,2936.00,,358.00,244.00
1882,Mar,East Coast South,TRC,84.30,98.20,73.60,0.00,0.00,56.00,1513.00,,31.00,474.00
1882,Mar,East Coast South,MDS,80.20,90.40,71.50,0.00,0.00,71.00,1105.00,,74.00,286.00
1882,Mar,East Coast Central,MSL,80.20,92.10,71.10,0.00,0.00,70.00,1409.00,,1.00,700.00
1882,Mar,Central,BLL,85.20,101.70,71.40,0.00,0.00,24.00,1334.00,,0.00,543.00
1882,Mar,East Coast North,VZG,83.90,87.80,79.70,0.00,0.00,60.00,1729.00,,0.00,1505.00
1882,Apr,South,MDR,85.60,100.20,75.40,1.73,3.00,58.00,1268.00,,9.00,571.00
1882,Apr,South Central,SLM,85.90,99.80,75.00,2.78,3.00,51.00,1351.00,,9.00,620.00
1882,Apr,South Central,CMB,83.00,97.70,73.40,2.89,4.00,57.00,1880.00,,35.00,856.00
1882,Apr,East Coast South,NGP,84.50,92.30,77.70,0.02,1.00,72.00,2716.00,,87.00,300.00
1882,Apr,East Coast South,TRC,86.90,100.20,77.20,1.28,3.00,57.00,1493.00,,52.00,460.00
1882,Apr,East Coast South,MDS,84.50,92.90,77.50,0.04,1.00,70.00,943.00,,20.00,250.00
1882,Apr,East Coast Central,MSL,84.70,95.90,77.50,0.00,0.00,73.00,1294.00,,0.00,607.00
1882,Apr,Central,BLL,89.20,104.50,77.00,0.08,2.00,30.00,1098.00,,0.00,459.00
1882,Apr,East Coast North,VZG,86.30,88.80,83.70,0.00,0.00,65.00,1293.00,,40.00,1050.00
1882,May,South,MDR,84.90,99.80,75.70,6.90,7.00,61.00,1528.00,,51.00,653.00
1882,May,South Central,SLM,84.20,97.70,74.50,8.33,13.00,60.00,1860.00,,158.00,834.00
1882,May,South Central,CMB,81.00,95.00,72.30,3.30,13.00,65.00,1828.00,,49.00,783.00
1882,May,East Coast South,NGP,84.90,96.30,77.90,2.85,5.00,71.00,2690.00,,12.00,250.00
1882,May,East Coast South,TRC,86.30,100.40,77.80,3.24,11.00,59.00,1616.00,,14.00,507.00
1882,May,East Coast South,MDS,86.90,97.80,80.90,0.05,1.00,65.00,993.00,,4.00,262.00
1882,May,East Coast Central,MSL,86.70,97.90,80.40,1.63,4.00,73.00,1910.00,,0.00,941.00
1882,May,Central,BLL,87.20,103.30,76.80,2.91,7.00,43.00,1143.00,,0.00,430.00
1882,May,East Coast North,VZG,87.70,90.50,85.10,2.40,6.00,68.00,1722.00,,17.00,1396.00
1882,Jun,South,MDR,84.30,97.90,76.00,0.69,5.00,60.00,1483.00,,83.00,645.00
1882,Jun,South Central,SLM,82.40,94.40,73.60,1.58,4.00,58.00,1572.00,,54.00,683.00
1882,Jun,South Central,CMB,77.20,87.10,71.30,2.91,15.00,73.00,1762.00,,5.00,756.00
1882,Jun,East Coast South,NGP,85.20,97.20,78.20,1.92,4.00,61.00,2853.00,,0.00,251.00
1882,Jun,East Coast South,TRC,85.20,96.50,78.50,2.58,3.00,56.00,1564.00,,25.00,466.00
1882,Jun,East Coast South,MDS,88.10,100.30,81.20,4.00,8.00,53.00,940.00,,0.00,287.00
1882,Jun,East Coast Central,MSL,87.80,100.20,80.90,3.92,16.00,62.00,1831.00,,0.00,940.00
1882,Jun,Central,BLL,82.40,94.20,75.70,0.38,5.00,57.00,968.00,,0.00,300.00
1882,Jun,East Coast North,VZG,88.60,91.30,86.10,1.00,2.00,60.00,1338.00,,7.00,1208.00
1882,Jul,South,MDR,84.00,97.40,76.00,0.00,0.00,56.00,1574.00,,151.00,602.00
1882,Jul,South Central,SLM,79.10,89.70,71.20,4.37,12.00,67.00,1436.00,,2.00,682.00
1882,Jul,South Central,CMB,75.00,84.70,69.70,3.83,22.00,75.00,2135.00,,24.00,939.00
1882,Jul,East Coast South,NGP,83.30,94.50,77.30,0.62,8.00,63.00,3026.00,,0.00,256.00
1882,Jul,East Coast South,TRC,84.40,94.80,77.90,0.04,1.00,53.00,1689.00,,22.00,506.00
1882,Jul,East Coast South,MDS,83.90,94.40,78.00,3.27,16.00,62.00,1045.00,,0.00,287.00
1882,Jul,East Coast Central,MSL,83.20,91.70,78.30,3.39,19.00,74.00,2165.00,,0.00,1045.00
1882,Jul,Central,BLL,79.70,89.60,74.60,0.74,9.00,63.00,1009.00,,0.00,315.00
1882,Jul,East Coast North,VZG,85.00,87.50,82.70,4.90,13.00,69.00,1389.00,,0.00,1219.00
1882,Aug,South,MDR,82.00,96.60,75.10,3.63,8.00,65.00,1626.00,,241.00,613.00
1882,Aug,South Central,SLM,78.70,90.60,71.00,13.46,19.00,72.00,1326.00,,2.00,616.00
1882,Aug,South Central,CMB,75.80,87.40,70.00,1.52,13.00,77.00,1831.00,,113.00,730.00
1882,Aug,East Coast South,NGP,82.30,92.70,75.70,5.17,13.00,70.00,3171.00,,0.00,293.00
1882,Aug,East Coast South,TRC,83.50,95.10,76.40,3.52,8.00,62.00,1713.00,,3.00,456.00
1882,Aug,East Coast South,MDS,83.20,94.80,76.90,3.62,17.00,68.00,1175.00,,0.00,337.00
1882,Aug,East Coast Central,MSL,84.10,92.60,78.30,5.30,9.00,72.00,2484.00,,0.00,1175.00
1882,Aug,Central,BLL,80.80,92.10,73.90,2.55,10.00,68.00,984.00,,0.00,330.00
1882,Aug,East Coast North,VZG,85.60,87.60,83.70,3.10,7.00,71.00,1505.00,,0.00,1222.00
1882,Sep,South,MDR,83.70,97.80,75.20,1.07,4.00,61.00,1722.00,,93.00,680.00
1882,Sep,South Central,SLM,79.50,90.10,71.40,8.67,5.00,68.00,1663.00,,1.00,731.00
1882,Sep,South Central,CMB,77.00,88.40,70.40,2.12,7.00,73.00,2060.00,,190.00,873.00
1882,Sep,East Coast South,NGP,82.70,92.80,76.50,2.41,10.00,69.00,3164.00,,31.00,259.00
1882,Sep,East Coast South,TRC,83.50,94.60,76.20,3.32,4.00,61.00,1741.00,,1.00,477.00
1882,Sep,East Coast South,MDS,83.70,94.70,77.50,1.87,11.00,67.00,1118.00,,0.00,342.00
1882,Sep,East Coast Central,MSL,81.80,88.60,77.20,10.52,16.00,79.00,2544.00,,0.00,1261.00
1882,Sep,Central,BLL,79.50,89.80,73.30,5.80,11.00,67.00,1024.00,,0.00,356.00
1882,Sep,East Coast North,VZG,84.50,86.50,82.40,17.80,13.00,74.00,1795.00,,0.00,1526.00
1882,Oct,South,MDR,80.50,93.20,73.70,9.55,13.00,71.00,2138.00,,508.00,630.00
1882,Oct,South Central,SLM,78.40,88.80,70.50,7.98,9.00,71.00,1814.00,,0.00,791.00
1882,Oct,South Central,CMB,76.00,87.00,69.70,4.86,16.00,79.00,1919.00,,180.00,742.00
1882,Oct,East Coast South,NGP,80.90,88.90,75.50,3.98,11.00,74.00,3405.00,,1.00,281.00
1882,Oct,East Coast South,TRC,80.90,90.40,74.40,4.41,8.00,71.00,1848.00,,2.00,511.00
1882,Oct,East Coast South,MDS,79.80,88.50,74.50,7.67,15.00,77.00,1083.00,,0.00,281.00
1882,Oct,East Coast Central,MSL,80.80,88.10,75.80,6.70,13.00,79.00,2491.00,,0.00,1183.00
1882,Oct,Central,BLL,78.80,90.70,70.70,0.87,6.00,61.00,983.00,,0.00,310.00
1882,Oct,East Coast North,VZG,83.80,86.30,81.10,2.70,9.00,67.00,1985.00,,0.00,1672.00
1882,Nov,South,MDR,78.70,88.50,72.20,6.01,14.00,73.00,2232.00,,522.00,646.00
1882,Nov,South Central,SLM,76.40,86.20,69.60,9.68,15.00,74.00,1807.00,,2.00,750.00
1882,Nov,South Central,CMB,75.50,84.80,69.20,3.34,17.00,78.00,2191.00,,150.00,1031.00
1882,Nov,East Coast South,NGP,78.60,84.20,74.20,14.27,19.00,80.00,3412.00,,5.00,301.00
1882,Nov,East Coast South,TRC,78.30,86.40,72.80,11.29,14.00,79.00,2020.00,,64.00,494.00
1882,Nov,East Coast South,MDS,78.10,84.90,73.50,29.25,20.00,82.00,1071.00,,0.00,278.00
1882,Nov,East Coast Central,MSL,77.60,84.20,72.90,12.76,10.00,80.00,2892.00,,0.00,1620.00
1882,Nov ,Central,BLL,76.10,87.40,67.70,6.30,9.00,63.00,1057.00,,0.00,353.00
1882,Nov,East Coast North,VZG,79.50,81.10,77.60,12.60,11.00,68.00,1542.00,,0.00,1416.00
1882,Dec,South,MDR,76.60,86.00,70.30,1.30,3.00,72.00,2878.00,,700.00,1079.00
1882,Dec,South Central,SLM,74.20,85.70,65.10,0.41,2.00,65.00,2537.00,,38.00,1324.00
1882,Dec,South Central,CMB,73.50,84.60,64.40,1.67,5.00,68.00,3046.00,,495.00,326.00
1882,Dec,East Coast South,NGP,75.80,80.60,71.00,9.85,10.00,78.00,3938.00,,188.00,577.00
1882,Dec,East Coast South,TRC,75.40,84.00,69.00,1.90,5.00,75.00,2526.00,,338.00,364.00
1882,Dec,East Coast South,MDS,75.10,83.10,69.40,0.16,3.00,74.00,1247.00,,0.00,2206.00
1882,Dec,East Coast Central,MSL,73.40,81.40,66.80,4.10,1.00,74.00,3755.00,,0.00,374.00
1882,Dec,Central,BLL,71.10,85.20,59.90,0.00,0.00,59.00,1145.00,,92.00,1304.00
1882,Dec,East Coast North,VZG,74.30,78.10,70.30,2.30,1.00,65.00,1474.00,,0.00,
1883,Jan,South,MDR,77.80,88.80,68.90,0.00,0.00,64.00,2477.00,,271.00,977.00
1883,Jan,South Central,SLM,75.20,87.60,64.30,0.00,0.00,57.00,2482.00,,307.00,958.00
1883,Jan,South Central,CMB,74.10,86.20,64.80,0.00,0.00,60.00,2986.00,,329.00,1489.00
1883,Jan,East Coast South,NGP,76.50,81.40,71.40,0.64,5.00,74.00,5792.00,,1697.00,363.00
1883,Jan,East Coast South,TRC,76.40,86.90,68.70,0.00,0.00,68.00,2987.00,,862.00,602.00
1883,Jan,East Coast South,MDS,75.60,84.70,68.10,0.24,3.00,72.00,1197.00,,0.00,310.00
1883,Jan,East Coast Central,MSL,74.00,81.60,66.50,0.58,2.00,71.00,2633.00,,7.00,1333.00
1883,Jan,Central,BLL,71.90,85.90,60.70,0.00,0.00,54.00,1044.00,,14.00,352.00
1883,Jan,East Coast North,VZG,75.30,78.60,71.10,0.90,1.00,66.00,1327.00,,0.00,1226.00
1883,Feb,South,MDR,78.50,90.80,68.70,1.00,1.00,62.00,1830.00,,38.00,789.00
1883,Feb,South Central,SLM,77.50,92.50,63.80,0.00,0.00,58.00,2025.00,,148.00,859.00
