Year,Month,Met region,Station ,Tmean,Tmean max,Tmean min,Rtotal,Rdays,Hmean ,Mch,Mfv,,
1883,Mar,,KAR,74.6,84.5,64.8,0.12,1,70,0,663,,
1883,Apr,,JAC,87.6,103.4,72.1,0.07,2,30,0,69,,
,,,,,,,,,,0,955,,
1883,Apr,,HYD,87.5,103.5,73.2,0,0,44,0,844,,
1883,Apr,,KAR,81,89.3,73.3,0,0,79,0,346,,
1883,May,,JAC,93.6,106.9,77.8,0,0,29,0,62,,
,,,,,,,,,,0,806,,
1883,May,,HYD,91.5,107.8,78.1,0,0,45,0,632,,
1883,May,,KAR,85.2,92.7,78.3,0,0,80,0,286,,
1883,Jun,,JAC,98,112.7,83.9,0,0,39,0,68,,
,,,,,,,,,,0,532,,
1883,Jun,,HYD,91.2,104,81.7,0.38,1,n/a,0,472,,
1883,Jun,,KAR,87.6,93.8,82.3,0.37,1,78,0,328,,
1883,Jul,,JAC,91.3,104.3,81.6,5.35,6,60,0,60,,
,,,,,,,,,,0,509,,
1883,Jul,,HYD,86.3,96.6,79.5,2.43,7,65,0,381,,
1883,Jul,,KAR,83.4,88.6,79.7,4.75,11,80,0,228,,
1883,Aug,,JAC,90.9,104.8,78.8,0,0,53,0,75,,
,,,,,,,,,,0,446,,
1883,Aug,,HYD,85.2,96.3,77.1,0,0,58,0,424,,
1883,Aug,,KAR,80.9,85.9,77.2,0,0,78,0,248,,
1883,Sep,,JAC,88.6,102.9,76.8,0,0,51,0,64,,
,,,,,,,,,,0,649,,
1883,Sep,,HYD,84.4,95.8,75.7,0.58,2,63,0,496,,
1883,Sep,,KAR,81.3,86.8,76.9,0.54,2,77,0,258,,
1883,Oct,,JAC,76.4,96.8,60.8,0,0,38,0,90,,
,,,,,,,,,,0,889,,
1883,Oct,,HYD,82.7,97.5,69.6,0,0,50,0,513,,
1883,Oct,,KAR,80.2,92.5,70.1,0,0,59,0,310,,
1883,Nov,,JAC,63.3,84,47.4,0,0,33,0,113,,
,,,,,,,,,,0,1340,,
1883,Nov,,HYD,69.2,84.6,55.9,0,0,52,0,697,,
1883,Nov,,KAR,70.3,85.3,58.7,0,0,47,0,460,,
1883,Dec,,JAC,57.1,75.2,41.9,0,0,49,0,76,,
,,,,,,,,,,0,1112,,
1883,Dec,,HYD,62.4,77.6,48.9,0,0,45,0,907,,
1883,Dec,,KAR,65.9,79.2,53,0,0,47,0,574,,
1884,Jan,SIND,JAC,58.8,75.9,43.5,0.02,1,49,0,82,,
,,,,,,,,,,0,1197,,
1884,Jan,,HYD,64.6,79,51.6,0,0,52,0,923,,
1884,Jan,,KAR,65.4,77.6,54.8,0.03,1,63,0,599,,
1884,Feb,,JAC,62.6,77.8,49.2,0.56,5,49,0,97,,
,,,,,,,,,,0,1097,,
1884,Feb,,HYD,67.3,81.5,55.2,0.3,3,61,0,989,,
1884,Feb,,KAR,68.9,79.5,58.9,0.45,3,68,0,643,,
1884,Mar,,JAC,73.5,90.3,58.7,0.16,1,38,0,96,,
,,,,,,,,,,0,802,,
1884,Mar,,HYD,78.2,92.5,64.6,0,0,53,0,890,,
1884,Mar,,KAR,75.6,84.6,66.1,0.18,2,73,0,488,,
1884,Apr,,JAC,83.5,100.6,68.4,0.04,1,26,0,85,,
,,,,,,,,,,0,579,,
1884,Apr,,HYD,84.3,99.7,70.7,0.05,1,48,0,755,,
1884,Apr,,KAR,79.6,88.2,71.7,0,0,74,0,391,,
1884,May,,JAC,92.6,111.3,75,0,0,27,0,78,,
,,,,,,,,,,0,669,,
1884,May,,HYD,91.9,108.1,77.5,0,0,43,0,588,,
1884,May,,KAR,84.7,91.6,78.3,0,0,78,0,426,,
1884,Jun,,JAC,96.8,111.9,83.4,0,0,41,0,88,,
,,,,,,,,,,0,685,,
1884,Jun,,HYD,90.3,103.3,80.6,0.02,1,49,0,456,,
1884,Jun,,KAR,86.5,93.1,81.4,0.49,2,75,0,366,,
1884,Jul,,JAC,93.4,105.7,83.4,4.27,4,58,0,84,,
,,,,,,,,,,0,571,,
1884,Jul,,HYD,88.4,99.4,80.8,1.2,6,61,0,358,,
1884,Jul,,KAR,84.7,90.1,80.9,3.5,9,81,0,303,,
1884,Aug,,JAC,88.4,99.2,80.3,4.04,2,63,0,94,,
,,,,,,,,,,0,535,,
1884,Aug,,HYD,86.1,95.7,78.6,3.67,5,63,0,365,,
1884,Aug,,KAR,83.2,89.2,79.4,0.33,1,77,0,293,,
1884,Sep,,JAC,88,100.1,78.6,0.79,2,60,0,114,,
,,,,,,,,,,0,894,,
1884,Sep,,HYD,86.1,96.8,77.7,3.33,3,65,0,457,,
1884,Sep,,KAR,83.2,89.6,78.4,2.29,6,77,0,358,,
1884,Oct,,JAC,76.8,95,63.7,0,0,49,36,341,,
,,,,,,,,,,529,2871,,
1884,Oct,,HYD,80.6,95.8,69.8,0,0,47,79,1093,,
1884,Oct,,KAR,79,89.6,71.1,0,0,69,88,594,,
1884,Nov,,JAC,64.6,83.6,50,0,0,47,71,872,,
,,,,,,,,,,126,3068,,
1884,Nov,,HYD,70.7,86.4,57,0,0,42,107,1563,,
1884,Nov,,KAR,71.7,85.7,60.4,0,0,56,301,703,,
1884,Dec,,JAC,58,75.9,42.5,0,0,47,0,222,,
,,,,,,,,,,4,1532,,
1884,Dec,,HYD,63.8,78.2,51.7,0,0,44,6,1462,,
1884,Dec,,KAR,67.9,80.3,55.7,0,0,49,128,767,,
1885,Jan,SIND,JAC,56,68.3,45.3,1.03,3,54,0,140,,
,,,,,,,,,,0,1254,,
1885,Jan,,HYD,61.5,73.3,51.3,0.27,2,51,0,1244,,
1885,Jan,,KAR,62.5,73.5,54.6,1.84,5,64,60,656,,
1885,Feb,,JAC,59.9,74.9,45.6,0,0,35,0,65,,
,,,,,,,,,,0,842,,
1885,Feb,,HYD,64.2,79.1,51,0,0,33,0,913,,
1885,Feb,,KAR,66.1,78,54.3,0,0,51,91,520,,
1885,Mar,,JAC,74.1,90.2,60.3,0.3,1,39,0,92,,
,,,,,,,,,,0,922,,
1885,Mar,,HYD,77,92.4,63.6,0,0,40,9,1124,,
1885,Mar,,KAR,75.1,85.3,65.6,0.34,2,65,297,522,,
1885,Apr,,JAC,77.8,92.4,65.1,0.82,2,41,0,80,,
,,,,,,,,,,0,738,,
1885,Apr,,HYD,79.9,95.6,68.9,0.04,1,43,71,787,,
1885,Apr,,KAR,76.8,85.3,69.9,0.63,2,66,264,555,,
1885,May,,JAC,85.2,100.6,72.1,1.03,5,38,7,71,,
,,,,,,,,,,2,773,,
1885,May,,HYD,85.5,102,75.6,0.53,3,42,76,773,,
1885,May,,KAR,83.3,91.3,77,0,0,73,283,514,,
1885,Jun,,JAC,95.3,110.4,82.9,0,0,39,165,111,,
,,,,,,,,,,1303,929,,
1885,Jun,,HYD,90.6,104,81.9,0.25,1,54,1096,658,,
1885,Jun,,KAR,88.4,96.4,82.6,0,0,66,1837,477,,
1885,Jul,,JAC,96.4,109.9,84.8,0,0,50,240,118,,
,,,,,,,,,,1910,918,,
1885,Jul,,HYD,88.6,101.2,80.4,0,0,59,1701,633,,
1885,Jul,,KAR,86.3,92.7,82.2,0.01,1,72,1591,483,,
1885,Aug,,JAC,92.5,106.5,82.6,0.51,4,53,200,61,,
,,,,,,,,,,168,481,,
1885,Aug,,HYD,85.9,98.3,79.1,3.29,5,65,67,471,,
1885,Aug,,KAR,83.2,89.4,79.7,2,6,76,63,278,,
1885,Sep,,JAC,87.2,102.7,75,0,0,52,0,67,,
,,,,,,,,,,13,611,,
1885,Sep,,HYD,84.9,97.9,77.9,0,0,59,0,531,,
1885,Sep,,KAR,81.8,88.8,77.2,0,0,74,63,338,,
1885,Oct,,JAC,78,98.6,63.3,0,0,37,0,86,,
,,,,,,,,,,10,1055,,
1885,Oct,,HYD,83.6,98.8,72.7,0,0,41,0,817,,
1885,Oct,,KAR,79.5,91.9,70.6,0,0,66,0,476,,
1885,Nov,,JAC,67.6,89.3,52.3,0,0,44,0,120,,
,,,,,,,,,,4,1142,,
1885,Nov,,HYD,77,90.5,67.3,0,0,40,0,1231,,
1885,Nov,,KAR,74.3,88.8,63.9,0,0,63,0,631,,
1885,Dec,,JAC,59.5,77,44.2,0.05,1,44,0,115,,
,,,,,,,,,,0,1080,,
1885,Dec,,HYD,65.8,77.7,58.4,0,0,42,0,1401,,
1885,Dec,,KAR,68.1,80.3,56.9,0,0,52,0,726,,
1886,Jan,SIND,JAC,57.4,71.7,45.2,0.38,5,51,0,109,,
,,,,,,,,,,0,1186,,
1886,Jan,,HYD,61.6,n/a,52.3,0,0,48,0,1588,,
1886,Jan,,KAR,64.9,76.1,55.7,0.03,1,47,0,784,,
1886,Feb,,JAC,58.8,74.8,44.5,0.05,1,32,0,105,,
,,,,,,,,,,0,1106,,
1886,Feb,,HYD,64.9,79.2,52.3,0,0,39,0,1721,,
1886,Feb,,KAR,67.4,79.5,55.3,0.02,1,36,0,705,,
1886,Mar,,JAC,71.9,87.5,58.3,0.31,3,41,0,122,,
,,,,,,,,,,0,1268,,
1886,Mar,,HYD,76.1,90.3,64.3,0.78,1,45,0,1611,,
1886,Mar,,KAR,74.9,84.8,65.5,0.21,2,63,0,635,,
1886,Apr,,JAC,85.1,104.1,67.6,0,0,26,0,130,,
,,,,,,,,,,0,1250,,
1886,Apr,,HYD,86.4,104,71.5,0,0,42,0,1251,,
1886,Apr,,KAR,79.8,89.9,71.6,0,0,67,0,580,,
1886,May,,JAC,95.3,113,79.9,0,0,27,0,120,,
,,,,,,,,,,0,1267,,
1886,May,,HYD,93.6,110.2,81,0,0,47,0,937,,
1886,May,,KAR,87.3,96.7,80.1,0,0,71,0,516,,
1886,Jun,,JAC,97.9,112.5,84.8,0,0,42,0,117,,
,,,,,,,,,,0,1080,,
1886,Jun,,HYD,91.7,104.2,81.7,0,0,52,0,664,,
1886,Jun,,KAR,88,95.1,83.3,0,0,72,0,424,,
1886,Jul,,JAC,93.8,106.6,84.5,1.65,4,54,0,108,,
,,,,,,,,,,0,970,,
1886,Jul,,HYD,87.7,98.7,80.5,5.27,6,62,0,605,,
1886,Jul,,KAR,84.5,90.1,80.9,8.79,12,80,0,360,,
1886,Aug,,JAC,92.2,105.1,81.3,0,0,53,0,96,,
,,,,,,,,,,0,822,,
1886,Aug,,HYD,84.9,94.9,78.2,1.04,4,63,0,641,,
1886,Aug,,KAR,81.5,86.9,78.3,0.06,3,77,0,470,,
1886,Sep,,JAC,88.7,104.4,75.7,0,0,55,0,105,,
,,,,,,,,,,0,1013,,
1886,Sep,,HYD,83.9,96.2,75.7,0,0,61,0,724,,
1886,Sep,,KAR,80.7,86.8,76.4,0.08,2,76,0,433,,
1886,Oct,,JAC,78.7,99.9,63.5,0,0,43,0,134,,
,,,,,,,,,,0,1037,,
1886,Oct,,HYD,84.7,99.3,72.8,0,0,35,0,893,,
1886,Oct,,KAR,82.3,95.4,72.3,0.05,1,51,0,500,,
1886,Nov,,JAC,67.6,87.5,52.7,0.02,1,53,0,131,,
,,,,,,,,,,0,1241,,
1886,Nov,,HYD,73.5,87.4,62.3,0.65,2,46,0,1214,,
1886,Nov,,KAR,74.2,88.2,64.2,0.25,1,55,0,620,,
1886,Dec,,JAC,59.6,77.9,43.8,0,0,46,0,117,,
,,,,,,,,,,0,1128,,
1886,Dec,,HYD,64.2,78.3,52.4,0,0,39,0,1412,,
1886,Dec,,KAR,67.1,80.2,54.8,0,0,50,0,694,,
1887,Jan,SIND,JAC,55.2,70.2,41.9,0.52,2,52,0,114,,
,,,,,,,,,,0,1140,,
1887,Jan,,HYD,60.5,72.9,50.7,1.11,2,45,0,1320,,
1887,Jan,,KAR,63.3,74,54.9,1.08,3,61,0,729,,
1887,Feb,,JAC,63.3,80.8,47.1,0.07,2,n/a,0,119,,
,,,,,,,,,,0,1012,,
1887,Feb,,HYD,68.1,83.5,55.3,0,0,34,0,1046,,
1887,Feb,,KAR,69,80.1,58.3,0,0,55,0,527,,
1887,Mar,,JAC,74.8,94.8,57.2,0,0,30,0,107,,
,,,,,,,,,,0,1027,,
1887,Mar,,HYD,78,94.7,63.8,0,0,33,0,928,,
1887,Mar,,KAR,76,87.6,65.3,0,0,61,0,578,,
1887,Apr,,JAC,86,104.2,70,0,0,29,0,124,,
,,,,,,,,,,0,1160,,
1887,Apr,,HYD,85.3,102.6,71.7,0,0,40,0,970,,
1887,Apr,,KAR,80.4,89.9,72.8,0,0,73,0,495,,
1887,May,,JAC,96.1,116,78.2,0,0,22,0,109,,
,,,,,,,,,,0,1060,,
1887,May,,HYD,90.7,108.1,78.8,0,0,44,0,771,,
1887,May,,KAR,84.3,91.8,78.9,0,0,76,0,456,,
1887,Jun,,JAC,97.5,111.9,84.5,0,0,38,0,104,,
,,,,,,,,,,0,919,,
1887,Jun,,HYD,91.6,103.5,83.9,0,0,46,0,608,,
1887,Jun,,KAR,86.8,94.2,82,0.03,2,72,0,434,,
1887,Jul,,JAC,96.7,109.2,86,0,0,47,0,123,,
,,,,,,,,,,0,788,,
1887,Jul,,HYD,87.2,98.4,80.4,0.77,1,60,0,520,,
1887,Jul,,KAR,83.3,89.1,80.1,1.66,16,80,0,372,,
1887,Aug,,JAC,91.8,104.3,81.7,0.66,2,55,0,95,,
,,,,,,,,,,104,822,,
1887,Aug,,HYD,84.6,95.7,78.1,1.72,3,60,0,523,,
1887,Aug,,KAR,80.8,86.7,77.5,0.56,4,78,0,417,,
1887,Sep,,JAC,88.2,104.6,73.9,0,0,44,0,101,,
,,,,,,,,,,61,1162,,
1887,Sep,,HYD,84.3,98.2,74.9,0,0,54,0,680,,
1887,Sep,,KAR,80.1,86.9,75.5,0,0,75,0,441,,
1887,Oct,,JAC,79.5,99.1,63,0,0,36,0,115,,
,,,,,,,,,,36,1291,,
1887,Oct,,HYD,82.6,98.3,70.4,0,0,37,0,954,,
1887,Oct,,KAR,78.6,91.3,69.6,0,0,62,0,538,,
1887,Nov,,JAC,66.5,88.1,49.4,0,0,39,0,139,,
,,,,,,,,,,0,1335,,
1887,Nov,,HYD,73.8,89.5,60.1,0,0,30,0,1344,,
1887,Nov,,KAR,74.3,90.5,61.8,0,0,41,0,644,,
1887,Dec,,JAC,59.1,77.5,44,0,0,42,0,108,,
,,,,,,,,,,0,1310,,
1887,Dec,,HYD,66.6,n/a,53.9,0,0,42,0,1313,,
1887,Dec,,KAR,68.2,80.4,56.2,0,0,48,0,740,,
1888,Jan,SIND,JAC,54.7,71.4,41.1,0.18,2,44,0,110,,
,,,,,,,,,,0,1070,,
1888,Jan,,HYD,61.1,74.1,50.5,1.93,4,44,0,1274,,
1888,Jan,,KAR,62.4,74.1,53.4,2.81,5,56,0,765,,
1888,Feb,,JAC,62,74.9,50.9,1.18,4,56,0,103,,
,,,,,,,,,,0,942,,
1888,Feb,,HYD,66,78.1,55.6,1.68,4,52,0,1138,,
1888,Feb,,KAR,67.7,77,59.8,0.86,3,66,0,578,,
1888,Mar,,JAC,77.7,94.4,63.6,0.3,2,34,0,97,,
,,,,,,,,,,0,865,,
1888,Mar,,HYD,79.2,95.6,66.6,0.17,1,43,0,1087,,
1888,Mar,,KAR,77.4,86.2,69.2,0,0,69,0,608,,
1888,Apr,,JAC,87.9,104.9,72.7,0,0,26,0,99,,
,,,,,,,,,,0,890,,
1888,Apr,,HYD,84.9,101.3,73.4,0,0,43,0,920,,
1888,Apr,,KAR,81.3,89.4,74.4,0,0,71,0,530,,
1888,May,,JAC,93.1,112.5,75.8,0,0,18,0,77,,
,,,,,,,,,,0,858,,
1888,May,,HYD,89.2,107,77.1,0,0,40,0,800,,
1888,May,,KAR,84.2,92.9,76.7,0,0,66,0,652,,
1888,Jun,,JAC,97.6,113.5,83,0,0,35,0,66,,
,,,,,,,,,,0,840,,
1888,Jun,,HYD,89.2,n/a,81.3,0,0,56,0,659,,
1888,Jun,,KAR,86.6,93,82.4,0,0,75,0,535,,
1888,Jul,,JAC,95.8,109.3,84.3,0.57,1,49,0,95,,
,,,,,,,,,,0,827,,
1888,Jul,,HYD,87.3,109.2,80.7,2.88,2,61,0,635,,
1888,Jul,,KAR,84.2,90,80.5,0.18,3,78,0,479,,
1888,Aug,,JAC,93.6,107.2,82,0.15,1,52,0,69,,
,,,,,,,,,,0,746,,
1888,Aug,,HYD,86.3,104.9,80.2,2.65,3,63,4,652,,
1888,Aug,,KAR,81.7,87.4,78.4,0.98,2,79,0,415,,
1888,Sep,,JAC,88.3,104.4,73.8,0,0,49,0,117,,
,,,,,,,,,,0,1034,,
1888,Sep,,HYD,82.9,105.6,74.2,0,0,61,0,666,,
1888,Sep,,KAR,81,87.6,75.8,0,0,73,0,482,,
1888,Oct,,JAC,79.7,97.6,64,0,0,40,0,138,,
,,,,,,,,,,0,1493,,
1888,Oct,,HYD,81.6,106.2,70.2,0,0,50,1,1000,,
1888,Oct,,KAR,80.8,91.9,72.4,0,0,58,259,734,,
1888,Nov,,JAC,67.3,86.4,51.3,0,0,41,0,200,,
,,,,,,,,,,0,1308,,
1888,Nov,,HYD,72.1,84.8,60,0,0,40,2,1411,,
1888,Nov,,KAR,73.9,87.2,62.9,0.11,2,46,310,989,,
1888,Dec,,JAC,60.4,78.2,44.5,0,0,41,0,144,,
,,,,,,,,,,0,1616,,
1888,Dec,,HYD,65.9,80.2,53.9,0,0,44,0,1322,,
1888,Dec,,KAR,69.2,81.6,57.6,0,0,49,43,977,,
1889,Jan,SIND,JAC,56,72.8,42.6,0.41,2,40,0,142,,
,,,,,,,,,,0,1637,,
1889,Jan,,HYD,n/a,n/a,n/a,0,0,n/a,0,1321,,
1889,Jan,,KAR,65.6,77.3,55.6,1.52,2,39,0,1071,,
1889,Feb,,JAC,63.7,78.6,50.9,0.7,4,51,0,113,,
,,,,,,,,,,0,1006,,
1889,Feb,,HYD,n/a,n/a,n/a,0.22,2,n/a,0,1103,,
1889,Feb,,KAR,69.2,79.6,60,0.09,2,58,0,848,,
1889,Mar,,JAC,78.2,95.1,62.7,0.15,2,32,0,109,,
,,,,,,,,,,0,983,,
1889,Mar,,HYD,n/a,n/a,n/a,0.6,1,n/a,0,1117,,
1889,Mar,,KAR,76.3,87.9,66.7,0.27,1,60,0,768,,
1889,Apr,,JAC,87.3,103.1,72,1.21,3,31,0,135,,
,,,,,,,,,,0,1068,,
1889,Apr,,HYD,n/a,n/a,n/a,0.08,1,n/a,0,1135,,
1889,Apr,,KAR,80,89.3,74.4,0,0,73,0,814,,
1889,May,,JAC,95.1,110.3,80.3,0,0,24,0,108,,
,,,,,,,,,,0,1096,,
1889,May,,HYD,n/a,n/a,n/a,2.22,3,n/a,0,901,,
1889,May,,KAR,84.7,93.5,79.7,0,0,72,0,819,,
1889,Jun,,JAC,100,114.8,87,0,0,35,0,164,,
,,,,,,,,,,0,1176,,
1889,Jun,,HYD,n/a,n/a,n/a,0.03,1,n/a,0,905,,
1889,Jun,,KAR,87.2,93.8,82.8,0.52,3,72,0,658,,
1889,Jul,,JAC,95.9,108,85.4,1.06,1,50,0,101,,
,,,,,,,,,,0,838,,
1889,Jul,,HYD,n/a,n/a,n/a,0.77,2,n/a,0,741,,
1889,Jul,,KAR,85.7,92,81.9,1.26,7,75,0,507,,
1889,Aug,,JAC,91.8,103.6,82.8,2.85,5,59,0,151,,
,,,,,,,,,,44,898,,
1889,Aug,,HYD,n/a,n/a,n/a,2.04,5,n/a,0,722,,
1889,Aug,,KAR,83.2,89.6,79.3,1.19,5,78,0,566,,
1889,Sep,,JAC,88.9,103.3,75.7,0,0,49,4,186,,
,,,,,,,,,,257,1849,,
1889,Sep,,HYD,n/a,n/a,n/a,0,0,n/a,0,850,,
1889,Sep,,KAR,81.7,89.1,76.4,0,0,75,11,703,,
1889,Oct,,JAC,75.8,97.8,56.5,0,0,38,0,250,,
,,,,,,,,,,60,3174,,
1889,Oct,,HYD,n/a,n/a,n/a,0,0,n/a,134,1233,,
1889,Oct,,KAR,78.7,93.1,66.5,0,0,46,80,861,,
1889,Nov,,JAC,64.5,87.1,46,0,0,38,0,187,,
,,,,,,,,,,0,3007,,
1889,Nov,,HYD,n/a,n/a,n/a,0,0,n/a,61,1237,,
1889,Nov,,KAR,71.3,85.4,58.2,0,0,55,85,1052,,
1889,Dec,,JAC,59.4,79.2,43.4,0,0,40,0,178,,
,,,,,,,,,,0,2273,,
1889,Dec,,HYD,n/a,n/a,n/a,0,0,n/a,3,1146,,
1889,Dec,,KAR,68.1,81.7,55.3,0.03,1,53,371,928,,
1890,Jan,SIND,JAC,59.4,78.3,43.8,0,0,39,0,142,,
,,,,,,,,,,0,1627,,
1890,Jan,,HYD,n/a,n/a,n/a,0,0,n/a,9,1312,,
1890,Jan,,KAR,67.6,80.8,56.6,0,0,56,344,900,,
1890,Feb,,JAC,63.9,81.5,48.5,0,0,30,0,152,,
,,,,,,,,,,0,1425,,
1890,Feb,,HYD,n/a,n/a,n/a,0,0,n/a,0,1215,,
1890,Feb,,KAR,70.6,82.3,60.1,0,0,51,23,929,,
1890,Mar,,JAC,74.3,90.1,59.9,0.02,1,28,0,183,,
,,,,,,,,,,0,1324,,
1890,Mar,,HYD,n/a,n/a,n/a,0,0,n/a,0,1303,,
1890,Mar,,KAR,76.1,85.3,68.6,0.01,1,67,0,821,,
1890,Apr,,JAC,87.1,103.9,71.2,0.06,2,28,0,156,,
,,,,,,,,,,0,1569,,
1890,Apr,,HYD,n/a,n/a,n/a,0,0,n/a,0,1252,,
1890,Apr,,KAR,80,90.2,73.3,0,0,72,0,753,,
1890,May,,JAC,95.5,112.8,78.6,0,0,24,0,191,,
,,,,,,,,,,0,1630,,
1890,May,,HYD,n/a,n/a,n/a,0,0,n/a,0,1068,,
1890,May,,KAR,82.9,91.9,77.6,0,0,73,0,828,,
1890,Jun,,JAC,99.6,114,87.2,0,0,40,0,182,,
,,,,,,,,,,0,1264,,
1890,Jun,,HYD,n/a,n/a,n/a,1.72,1,n/a,0,704,,
1890,Jun,,KAR,87.8,95,82.9,0.05,2,72,0,571,,
1890,Jul,,JAC,94.1,107.4,83.1,1.59,1,n/a,0,162,,
,,,,,,,,,,0,992,,
1890,Jul,,HYD,n/a,n/a,n/a,2.43,2,n/a,0,619,,
1890,Jul,,KAR,84.3,90.5,80.7,2.9,5,76,0,438,,
1890,Aug,,JAC,89.2,101.3,79.7,0.49,4,n/a,0,96,,
,,,,,,,,,,0,800,,
1890,Aug,,HYD,n/a,n/a,n/a,4.85,8,n/a,0,682,,
1890,Aug,,KAR,80.1,85.2,77,4.09,6,82,0,399,,
1890,Sep,,JAC,88.6,105.2,73.8,0,0,n/a,0,177,,
,,,,,,,,,,0,1452,,
1890,Sep,,HYD,n/a,n/a,n/a,0,0,n/a,0,804,,
1890,Sep,,KAR,80.7,87.6,75.8,0,0,74,0,570,,
1890,Oct,,JAC,79.2,99,62.1,0,0,38,0,281,,
,,,,,,,,,,0,3007,,
1890,Oct,,HYD,n/a,n/a,n/a,0,0,n/a,0,1142,,
1890,Oct,,KAR,79.3,89.3,71.4,0,0,68,0,826,,
1890,Nov,,JAC,65.4,83.1,51.9,2.5,4,46,0,222,,
,,,,,,,,,,0,2729,,
1890,Nov,,HYD,n/a,n/a,n/a,1.9,2,n/a,0,1272,,
1890,Nov,,KAR,75.3,87.6,63.5,4.66,4,48,0,1073,,
1890,Dec,,JAC,56.7,68.6,48.6,1.17,5,72,0,191,,
,,,,,,,,,,0,1975,,
1890,Dec,,HYD,n/a,n/a,n/a,0.65,2,n/a,0,1109,,
1890,Dec,,KAR,64.5,73.5,57.1,1.41,6,70,0,1077,,
1891,Jan,SIND,JAC,51,68.9,46.1,0.4,2,78,0,210,,
1891,,,,,,,,,,0,1490,,
1891,Jan,,HYD,55.5,71.9,51.2,0.9,2,70,0,1083,,
1891,Jan,,KAR,58.5,73.9,56.1,1.03,3,73,0,922,,
1891,Feb,,JAC,53.8,72,47.4,0.64,2,55,0,152,,
1891,,,,,,,,,,0,1328,,
1891,Feb,,HYD,57.9,76.9,50.9,0,0,54,0,963,,
1891,Feb,,KAR,60.7,77.2,57,0,0,62,0,916,,
1891,Mar,,JAC,64.5,82.5,55.9,0.18,3,52,0,160,,
1891,,,,,,,,,,0,1176,,
1891,Mar,,HYD,67.7,87.2,61.2,0.25,2,51,0,805,,
1891,Mar,,KAR,68,83.5,63.9,1.18,3,75,0,697,,
1891,Apr,,JAC,80.8,101.5,70.7,0.27,1,53,0,144,,
1891,,,,,,,,,,0,1089,,
1891,Apr,,HYD,79.6,101.3,72.5,0,0,49,0,1075,,
1891,Apr,,KAR,77.8,91,73.3,0,0,86,0,756,,
1891,May,,JAC,87.3,107.9,77.2,0.11,1,44,0,169,,
1891,,,,,,,,,,0,1205,,
1891,May,,HYD,85.5,106.3,78,0.53,1,52,0,852,,
1891,May,,KAR,83.5,93.1,78,0,0,81,0,726,,
1891,Jun,,JAC,90.7,115.6,80.7,0.05,1,45,0,207,,
1891,,,,,,,,,,0,1430,,
1891,Jun,,HYD,86.1,106,80.2,0,0,61,0,724,,
1891,Jun,,KAR,84.6,92.1,80.6,0.01,1,79,0,582,,
1891,Jul,,JAC,89.4,110.9,84.1,0.35,1,58,0,235,,
1891,,,,,,,,,,6,1702,,
1891,Jul,,HYD,85.3,102.5,80.4,0.51,1,63,0,688,,
1891,Jul,,KAR,83.7,91,80.3,0,0,78,0,482,,
1891,Aug,,JAC,85.9,106.5,81.7,0.02,1,65,0,149,,
1891,,,,,,,,,,0,1034,,
1891,Aug,,HYD,81.6,97.8,77.6,0,0,66,0,589,,
1891,Aug,,KAR,80.7,87.6,78,0,0,79,0,394,,
1891,Sep,,JAC,84.4,106.5,77.8,0.04,1,64,0,162,,
1891,,,,,,,,,,0,1272,,
1891,Sep,,HYD,81.9,99.4,76.9,0.1,1,66,0,624,,
1891,Sep,,KAR,80.9,89.5,77.7,0.2,1,81,0,522,,
1891,Oct,,JAC,74.7,99.2,65.5,0,0,50,0,218,,
1891,,,,,,,,,,0,1687,,
1891,Oct,,HYD,77.6,98.9,71.4,0,0,53,0,828,,
1891,Oct,,KAR,77.7,91.3,72.4,0,0,77,0,689,,
1891,Nov,,JAC,63.7,90.5,54.4,0,0,54,0,311,,
1891,,,,,,,,,,0,2405,,
1891,Nov,,HYD,68.9,92.7,62.5,0,0,50,0,1562,,
1891,Nov,,KAR,68.9,90,64.2,0,0,66,0,1134,,
1891,Dec,,JAC,48.9,78.7,43.1,0,0,59,0,343,,
1891,,,,,,,,,,0,2639,,
1891,Dec,,HYD,57.5,80.2,52.9,0,0,48,0,3617,,
1891,Dec,,KAR,61.5,82.6,56.8,0,0,55,0,1812,,
1892,Jan,SIND,JAC,49.4,74.7,44,0.08,1,63,0,532,,
1892,,,,,,,,,,0,4043,,
1892,Jan,,HYD,56,76.5,51.8,0.12,1,51,0,3668,,
1892,Jan,,KAR,58.7,78.1,55.8,0.31,1,66,0,3231,,
1892,Feb,,JAC,57.2,81.5,50.1,0.02,1,47,0,33,,
1892,,,,,,,,,,0,2366,,
1892,Feb,,HYD,62.3,84.8,56.6,0,0,49,0,1821,,
1892,Feb,,KAR,63.8,81.7,60.1,0,0,75,0,1471,,
1892,Mar,,JAC,73.3,98.4,61.4,0,0,29,0,229,,
1892,,,,,,,,,,0,1010,,
1892,Mar,,HYD,72.9,98.9,66.3,0,0,40,0,1468,,
1892,Mar,,KAR,71.9,89.7,66.9,0.07,1,73,0,1126,,
1892,Apr,,JAC,88.6,110,72.7,0,0,25,0,210,,
1892,,,,,,,,,,80,1611,,
1892,Apr,,HYD,84.4,107.5,76.2,0,0,44,0,1160,,
1892,Apr,,KAR,81.6,92.9,75.9,0,0,78,0,795,,
1892,May,,JAC,93.2,114.1,79.5,0.21,1,31,132,203,,
1892,,,,,,,,,,671,1523,,
