Year,Month,Stations,Tmean,Tmean max,Tmean min,Rtotal,Rdays,Hmean ,Mch,Mfv,
1878,Aug,BRH,82,88.5,78.8,13.07,19,86,2,2031,
1878,Aug,PUR,83.4,90.5,79,11.59,24,86,2,984,
1878,Aug,CUT,83.7,90.4,79.3,11.64,24,81,739,1113,
1878,Sep,CHI,83.1,89.6,76.9,16.19,21,85,28,681,
1878,Sep,DAC,84.2,88.6,79.6,15.31,19,86,51,1118,
1878,Sep,JES,82.5,89.1,78.9,11.22,17,87,27,2164,
1878,Sep,CAL,81.9,88.3,79,10.92,20,90,74,438,
1878,Sep,SAU,84.7,88.3,80.7,9.52,18,85,22,2095,
1878,Sep,BUR,84,90,79.8,10.33,20,85,54,2472,
1878,Sep,BRH,83,89.4,79.3,19,19,83,19,2421,
1878,Sep,PUR,83.5,89.4,78.8,16.1,15,85,0,1056,
1878,Sep,CUT,84.6,91.4,79.4,6.4,20,79,385,1113,
1878,Oct,CHI,81,88.6,74.5,7.56,12,84,2,852,
1878,Oct,DAC,83.7,89.1,77.2,5.85,11,80,78,1430,
1878,Oct,JES,81.6,89.7,76.3,3.5,5,79,9,2662,
1878,Oct,CAL,80.3,87.8,76.1,2.07,10,85,58,560,
1878,Oct,SAU,83.3,87.1,78.5,8.92,11,83,23,2623,
1878,Oct,BUR,82.8,89.9,77.2,3.81,6,79,44,3236,
1878,Oct,BRH,81.6,89.6,76.5,1.38,4,74,10,2472,
1878,Oct,PUR,81.8,90.8,73.3,0.06,2,77,1,1405,
1878,Oct,CUT,82.9,91.2,75.8,4.92,10,73,549,1352,
1878,Nov,CHI,78.2,85.9,69.4,4.49,4,75,0,751,
1878,Nov,DAC,77.8,85.4,69.3,2.31,7,72,257,1852,
1878,Nov,JES,75.4,84.1,67.7,1.13,3,73,59,3855,
1878,Nov,CAL,74,82.4,68,1.13,7,80,51,871,
1878,Nov,SAU,76.8,82.3,70.2,2.85,7,79,114,2890,
1878,Nov,BUR,75.4,83.7,67.6,1.33,4,75,29,5443,
1878,Nov,BRH,74.7,84.2,67.5,2.71,2,71,34,3763,
1878,Nov,PUR,73.5,84.5,62.9,0.89,2,71,43,1766,
1878,Nov,CUT,77.6,86.7,69.5,2.83,8,70,820,1894,
1878,Dec,CHI,72.7,81.2,63.6,0,0,73,2,915,
1878,Dec,DAC,70.4,80.1,59.7,0.5,2,69,861,2309,
1878,Dec,JES,68.1,78.3,58,0.44,2,66,516,4970,
1878,Dec,CAL,65.7,76.5,58.4,0.51,4,72,211,1218,
1878,Dec,SAU,68.9,75.8,60.7,0.58,3,72,483,3676,
1878,Dec,BUR,67.6,77.6,57.9,0.22,2,66,89,5748,
1878,Dec,BRH,65.9,77.4,56.7,0.21,2,67,85,4575,
1878,Dec,PUR,64.3,78.7,51.3,0,0,64,71,1878,
1878,Dec,CUT,69.6,80.5,60.2,0.41,5,64,663,3059,
1879,Jan,CHI,67.8,78.8,55.7,0.36,2,72,1,991,
1879,Jan,DAC,67.8,79.7,55.5,0,0,65,565,1744,
1879,Jan,JES,66.1,79.2,52.1,0,0,61,485,3745,
1879,Jan,CAL,65,77.5,54.9,0,0,69,126,667,
1879,Jan,SAU,69.4,NA,58.5,0,0,74,390,2456,
1879,Jan,BUR,67.3,80,54.6,0,0,62,82,3301,
1879,Jan,BRH,65.3,78.6,53.3,0,0,62,20,2459,
1879,Jan,PUR,63.4,78.4,48.8,0,0,63,157,2859,
1879,Jan,CUT,71.3,85.6,57.9,0,0,59,271,2361,
1879,Feb,CHI,73.2,84.9,59.2,0,0,67,0,920,
1879,Feb,DAC,73,85.4,59.7,0.75,2,60,181,1305,
1879,Feb,JES,72,85.3,59.3,0.32,1,61,247,2011,
1879,Feb,CAL,71.7,84,61.9,0.21,1,67,73,429,
1879,Feb,SAU,76.7,NA,68.1,0.32,1,77,310,1836,
1879,Feb,BUR,72.8,84.9,60.9,1.16,2,63,61,2429,
1879,Feb,BRH,70.4,84.1,58.6,1.84,1,57,75,1737,
1879,Feb,PUR,NA,NA,NA,0.94,4,NA,180,2347,
1879,Feb,CUT,78.1,92.2,65.8,0.07,1,59,309,1270,
1879,Mar,CHI,79.2,88.3,68.5,0.11,2,70,15,797,
1879,Mar,DAC,82.3,94.1,69.9,0.06,1,55,369,1264,
1879,Mar,JES,80.8,95,68.8,0.17,1,52,680,1737,
1879,Mar,CAL,79.1,92.6,70.5,0,0,63,118,467,
1879,Mar,SAU,82.2,NA,76.4,0,0,75,238,1957,
1879,Mar,BUR,81.2,95.2,68.5,0,0,51,114,2563,
1879,Mar,BRH,78.8,95.4,64.8,0,0,47,295,1858,
1879,Mar,PUR,77.8,93.6,59.5,0,0,45,354,2498,
1879,Mar,CUT,85.2,99.2,73.9,1.15,4,58,614,1307,
1879,Apr,CHI,85.5,92,76.9,0.07,1,75,104,761,
1879,Apr,DAC,88.7,99.7,78.4,0.51,3,62,413,1116,
1879,Apr,JES,86.9,100.7,77.8,1.07,2,62,1455,1861,
1879,Apr,CAL,85.2,98.2,77.8,0,0,71,82,411,
1879,Apr,SAU,85.6,NA,81.8,0,0,81,143,1493,
1879,Apr,BUR,89.4,104.6,78.2,0.43,2,54,83,2697,
1879,Apr,BRH,89,107.2,77,0,0,50,163,1767,
1879,Apr,PUR,88.1,104.8,70.1,0,0,42,534,2496,
1879,Apr,CUT,90.3,104.4,79.4,0,0,NA,372,1039,
1879,May,CHI,84.2,89.8,77.2,4.28,10,78,105,812,
1879,May,DAC,86.2,95,78.6,4.42,11,73,183,929,
1879,May,JES,85.1,96.6,79.1,3.84,10,73,1301,1284,
1879,May,CAL,85.2,96.2,80.2,3.22,9,78,226,287,
1879,May,SAU,86.8,NA,83.4,1.66,6,80,445,1236,
1879,May,BUR,89.1,102.6,80.9,0.56,5,62,158,2392,
1879,May,BRH,86.8,101.4,79.8,5.41,6,67,127,1260,
1879,May,PUR,87,99.4,76.2,2.82,4,64,698,2363,
1879,May,CUT,89.7,102.3,81.1,8.52,8,NA,307,683,
1879,Jun,CHI,80.8,84.8,77,36.58,21,88,34,638,
1879,Jun,DAC,83.8,88.1,79,14.37,17,86,54,424,
1879,Jun,JES,83.1,91.8,79,12.41,18,83,698,1183,
1879,Jun,CAL,82.8,91.6,78.9,7.01,11,86,201,296,
1879,Jun,SAU,86,NA,82.1,7.04,15,83,435,1227,
1879,Jun,BUR,86.1,96.3,80,6.61,18,74,392,2090,
1879,Jun,BRH,83.4,92.3,78.7,10.76,12,79,102,1031,
1879,Jun,PUR,84.3,93.9,77.8,4.57,8,77,176,1884,
1879,Jun,CUT,86.8,96,80.5,3.57,17,71,1187,664,
1879,Jul,CHI,80.8,84.3,76.6,25.98,25,89,10,690,
1879,Jul,DAC,83,87.1,79.4,20.51,22,87,11,343,
1879,Jul,JES,81.8,89,78.6,15.11,23,87,178,1411,
1879,Jul,CAL,81.2,88.4,77.5,11.52,24,89,75,403,
1879,Jul,SAU,83.9,NA,80.3,9.23,16,86,90,1659,
1879,Jul,BUR,83.7,90.3,79.1,8.24,21,83,197,2331,
1879,Jul,BRH,82.3,88.9,78.7,13.87,23,85,5,1363,
1879,Jul,PUR,83.4,90.6,78.7,25.52,24,87,223,1660,
1879,Jul,CUT,82.5,89.8,77.9,12.23,25,80,914,1028,
1879,Aug,CHI,80.9,84.8,76.5,12.84,22,87,4,660,
1879,Aug,DAC,83.3,86.9,79,13.71,24,86,0,337,
1879,Aug,JES,81.7,87.8,78.5,8.62,23,87,14,2127,
1879,Aug,CAL,80.9,87.1,77.7,12.43,26,91,12,452,
1879,Aug,SAU,83.3,NA,82.8,12.82,25,86,13,2431,
1879,Aug,BUR,82.6,89,78.5,8.38,28,83,89,2785,
1879,Aug,BRH,81.6,88,78.6,10.45,24,85,2,1731,
1879,Aug,PUR,82.6,89.5,78.1,28.53,25,87,168,1590,
1879,Aug,CUT,82.4,88.6,78,18.96,28,81,113,1072,
1879,Sep,CHI,82.3,86.7,77.5,7.37,17,86,1,825,
1879,Sep,DAC,84.1,88.7,79.3,13.28,17,85,0,333,
1879,Sep,JES,81.9,88.8,78.4,10.63,21,87,30,2312,
1879,Sep,CAL,81.2,87.3,78.4,7,24,90,11,466,
1879,Sep,SAU,83.8,NA,80,8.67,19,86,4,1921,
1879,Sep,BUR,82.9,88.7,78.9,11.32,21,85,33,2697,
1879,Sep,BRH,82.2,88.6,78.9,13.4,21,84,7,1737,
1879,Sep,PUR,83.4,90.3,78.1,61.62,19,85,141,1657,
1879,Sep,CUT,83,89.5,78,9.44,23,81,37,1045,
1879,Oct,CHI,81.4,86.4,75.7,6.71,14,85,4,846,
1879,Oct,DAC,82.7,87.9,76.9,6.29,8,82,0,329,
1879,Oct,JES,81.4,88.2,76.7,4.1,9,92,15,3444,
1879,Oct,CAL,79.5,86.7,75.8,1.71,9,85,7,522,
1879,Oct,SAU,80.6,85.8,76.4,5.38,13,83,3,2221,
1879,Oct,BUR,83.7,90.3,79.1,4.21,11,78,49,2779,
1879,Oct,BRH,82.3,88.9,78.7,6.47,8,77,5,2473,
1879,Oct,PUR,79.6,88.1,73.1,7.39,11,78,69,1913,
1879,Oct,CUT,81.1,88.8,74.8,4.89,11,75,7,1372,
1879,Nov,CHI,75.4,83.1,65.7,0,0,76,18,918,
1879,Nov,DAC,75.5,83.9,65.2,0,0,66,0,334,
1879,Nov,JES,72.8,83.2,63.4,0,0,67,238,3634,
1879,Nov,CAL,70.9,81,63.5,0,0,67,14,561,
1879,Nov,SAU,72.5,81,65.4,0,0,69,13,2862,
1879,Nov,BUR,72.6,82.2,62.9,0,0,62,28,3348,
1879,Nov,BRH,71.2,82,62.8,0,0,67,5,2896,
1879,Nov,PUR,70.5,81.9,58.9,0,0,68,338,2494,
1879,Nov,CUT,75,84.6,64.7,0.25,3,63,23,1456,
1879,Dec,CHI,69.3,78.1,60.1,1.01,3,80,206,1099,
1879,Dec,DAC,68.8,78.3,57.7,0.9,2,72,0,412,
1879,Dec,JES,66,77.1,55.7,0.27,2,69,934,4021,
1879,Dec,CAL,64.2,75.7,56.1,0.41,2,71,19,669,
1879,Dec,SAU,66.1,74.6,58.4,1.36,2,75,95,2236,
1879,Dec,BUR,66.4,76.9,55.7,0.15,2,65,111,3099,
1879,Dec,BRH,64.5,76.8,55.1,0.19,1,71,52,2050,
1879,Dec,PUR,63.4,75.8,51,0,0,71,124,2465,
1879,Dec,CUT,68.2,80.4,57.1,1.54,2,63,15,1681,
1880,Jan,CHI,68.3,78.3,59.1,0.27,2,77,288,1206,
1880,Jan,DAC,68,78.8,57.3,0.29,4,71,535,1516,
1880,Jan,JES,66.6,78.7,55.4,0.72,2,70,871,2834,
1880,Jan,CAL,65.8,77.9,56.6,0.05,1,71,39,374,
1880,Jan,SAU,68.4,76.5,62.2,0.12,1,80,216,1793,
1880,Jan,BUR,67.2,79.1,55.7,0.01,1,62,44,1525,
1880,Jan,BRH,64.6,76.9,54.2,0.68,1,69,146,1452,
1880,Jan,PUR,63.4,74.1,51.3,0.48,2,72,23,2152,
1880,Jan,CUT,71.5,84.8,59.3,0.04,2,61,19,1282,
1880,Feb,CHI,70.4,81.2,59.5,0,0,69,197,1150,
1880,Feb,DAC,70.5,79.9,60.3,6.11,5,68,179,1088,
1880,Feb,JES,69.2,80.8,59.3,2.4,4,69,353,2098,
1880,Feb,CAL,69.9,81,61.6,2.91,6,72,43,383,
1880,Feb,SAU,72.7,81.1,66.4,1.07,5,77,200,1591,
1880,Feb,BUR,69.8,80.4,60.1,2.61,5,67,43,1563,
1880,Feb,BRH,67,79.1,57.3,5.43,5,67,387,1302,
1880,Feb,PUR,64.8,NA,53.1,1.96,6,66,7,1727,
1880,Feb,CUT,71.5,84.8,59.3,2.08,5,64,148,1187,
1880,Mar,CHI,76.8,85.7,67.9,0.75,1,73,106,1529,
1880,Mar,DAC,78.6,87.8,69.4,12.45,9,72,72,1078,
1880,Mar,JES,78.9,91.8,68.9,1.86,4,66,348,2483,
1880,Mar,CAL,78.6,89.6,69.6,0.54,2,72,71,386,
1880,Mar,SAU,79.5,87.4,74.8,0.45,1,79,187,1608,
1880,Mar,BUR,80.6,93.9,69.2,1.3,1,61,79,1774,
1880,Mar,BRH,77.7,91.7,67.4,0.87,3,64,447,1234,
1880,Mar,PUR,75.7,NA,63.7,0.16,1,63,10,1740,
1880,Mar,CUT,83.1,96.1,71.6,0,0,60,397,1231,
1880,Apr,CHI,82.4,89.4,75.3,2,2,75,100,871,
1880,Apr,DAC,83.8,91.5,75.6,4.37,7,74,109,991,
1880,Apr,JES,83.2,95.3,75.4,2.55,7,72,389,2449,
1880,Apr,CAL,84.2,93.4,76.2,1.91,6,74,78,311,
1880,Apr,SAU,84.1,91.4,79.1,2.82,3,78,128,1446,
1880,Apr,BUR,86.4,99.5,76.7,1.23,5,63,137,1465,
1880,Apr,BRH,84.5,101,75.4,2.01,3,62,234,1330,
1880,Apr,PUR,86.5,NA,72.1,0.1,1,59,153,1823,
1880,Apr,CUT,88.5,100.3,79.1,1.32,4,61,173,904,
1880,May,CHI,81.8,88.2,74.9,15.97,19,78,184,1155,
1880,May,DAC,82.7,90.3,75.9,15.25,18,80,66,1349,
1880,May,JES,81.7,93.1,75.7,8.33,19,77,245,2651,
1880,May,CAL,83.6,92.6,75.8,4.87,12,76,42,306,
1880,May,SAU,84.6,92.4,79.2,4.84,9,78,78,1415,
1880,May,BUR,83.3,94.4,76,5.15,17,72,89,1578,
1880,May,BRH,81.2,93.1,74.5,5.55,8,74,46,1113,
1880,May,PUR,84.2,NA,73.9,3.92,6,70,46,1729,
1880,May,CUT,87.4,97.5,78.1,6.68,12,65,136,761,
1880,Jun,CHI,NA,85.1,NA,27.15,22,NA,79,685,
1880,Jun,DAC,83.3,88.1,78.5,10.85,22,86,7,459,
1880,Jun,JES,81.8,89.1,78.8,20.55,20,87,29,1970,
1880,Jun,CAL,83.3,88.7,78.9,14.07,24,85,17,232,
1880,Jun,SAU,83.8,88.6,81,18.81,20,86,6,1385,
1880,Jun,BUR,83.7,90.8,79.1,10.76,19,82,9,1236,
1880,Jun,BRH,82.8,90.8,78.6,5.84,12,83,4,904,
1880,Jun,PUR,81.9,NA,77.5,18.37,18,85,0,1339,
1880,Jun,CUT,84.8,90.3,79.9,8.01,17,76,101,789,
1880,Jul,CHI,NA,85.1,NA,22.6,23,87,1,815,
1880,Jul,DAC,83.7,88.3,79.2,14.27,21,85,1,491,
1880,Jul,JES,81.9,89,78.5,15.74,25,88,18,2121,
1880,Jul,CAL,82.5,88,77.7,13.69,26,87,6,356,
1880,Jul,SAU,82.7,88.1,79.5,14.17,23,87,6,1766,
1880,Jul,BUR,83.3,89.8,79.1,11.82,28,83,3,1220,
1880,Jul,BRH,81.9,89.7,78.2,11.9,17,86,4,1047,
1880,Jul,PUR,83.6,88.9,79.3,14.26,21,85,6,1388,
1880,Jul,CUT,83.2,89.3,78.3,10.93,23,79,128,957,
1880,Aug,CHI,80.4,85.5,75.9,26.14,26,87,4,972,
1880,Aug,DAC,83.7,88.1,79.1,16.22,22,86,3,496,
1880,Aug,JES,82,89,78.6,10.28,23,86,11,2683,
1880,Aug,CAL,82.2,87.2,78.1,13.26,28,88,18,460,
1880,Aug,SAU,82.4,87.5,79.3,23.81,20,88,5,2022,
1880,Aug,BUR,83,89.6,79,14.3,28,85,1,1740,
1880,Aug,BRH,81.8,89.8,78.5,17.87,19,85,0,1431,
1880,Aug,PUR,83.9,89.3,79.4,13.78,20,84,1,1589,
1880,Aug,CUT,82.6,89.1,78.1,21.18,23,81,282,994,
1880,Sep,CHI,80.5,86.3,75.6,17.14,17,86,0,985,
1880,Sep,DAC,83.5,88.5,77.9,13.03,14,84,0,632,
1880,Sep,JES,81.8,88.7,78,6.4,14,84,18,3269,
1880,Sep,CAL,81.2,86.4,76.9,12.96,20,87,25,431,
1880,Sep,SAU,81.2,87.2,77.8,19.95,17,87,12,2096,
1880,Sep,BUR,82.6,88.5,78.1,6.15,15,83,11,2174,
1880,Sep,BRH,82.1,89.3,77.9,10.91,11,81,1,1817,
1880,Sep,PUR,83,NA,78,4.67,10,79,0,2030,
1880,Sep,CUT,81.9,88,76.4,10.29,19,80,174,1032,
1880,Oct,CHI,80,87.1,73.7,4.33,7,84,1,1099,
1880,Oct,DAC,81.8,88.1,75.1,10.45,15,84,0,709,
1880,Oct,JES,80,88.2,75.4,6.15,11,83,7,3827,
1880,Oct,CAL,80.2,86.7,75.6,5.03,14,86,48,592,
1880,Oct,SAU,80.8,87.2,77.3,13.45,10,82,5,2512,
1880,Oct,BUR,81.1,88.5,75.8,7.59,8,81,0,2665,
1880,Oct,BRH,80.4,88.3,75.6,9.42,7,80,0,2327,
1880,Oct,PUR,79.8,86.9,73.7,4.28,8,82,27,2869,
1880,Oct,CUT,82,89.1,75.7,5.17,14,78,103,1218,
1880,Nov,CHI,80.5,86.3,75.6,0.19,2,79,7,1137,
1880,Nov,DAC,81.8,88.1,75.1,0.2,1,74,1,792,
1880,Nov,JES,80,88.2,75.4,0.06,2,72,18,5743,
1880,Nov,CAL,71.9,80.4,65.1,0.02,1,76,139,810,
1880,Nov,SAU,72.7,80.9,66.6,1.46,4,79,37,3327,
1880,Nov,BUR,73.4,81.8,65,0.06,3,72,1,4368,
1880,Nov,BRH,72.4,81.5,64.6,0,0,70,0,3766,
1880,Nov,PUR,NA,NA,60.1,0,0,75,79,4591,
1880,Nov,CUT,75.5,83.5,67.4,1.36,5,69,427,1614,
1880,Dec,CHI,65.5,76.2,54.6,0,0,75,28,1395,
1880,Dec,DAC,66.4,76.9,55.4,0.15,1,70,0,982,
1880,Dec,JES,64.9,77.1,53.3,0,0,66,75,6641,
1880,Dec,CAL,63.9,75.5,55.1,0.15,2,72,510,1089,
1880,Dec,SAU,65.6,74.8,57.7,0.26,2,77,280,3981,
1880,Dec,BUR,65.9,77.4,54.5,0.02,1,66,6,3875,
1880,Dec,BRH,63.6,75.6,52.9,0,0,65,1,3535,
1880,Dec,PUR,60.7,NA,49.3,1.66,1,75,32,4751,
1880,Dec,CUT,70,82.7,57.8,0,0,64,692,2300,
1881,Jan,CHI,65.9,78.2,52.4,0,0,69,1,1376,
1881,Jan,DAC,66.6,78.7,53.4,0,0,62,361,3041,
1881,Jan,JES,64.8,77.8,51.7,0.33,1,62,94,4292,
1881,Jan,CAL,63.4,76.2,53.8,0,0,66,417,736,
1881,Jan,SAU,65.5,76.2,57.1,0,0,72,343,2810,
1881,Jan,BUR,65.3,78.3,53,0,0,58,45,2941,
1881,Jan,BRH,63.3,77,50.6,0,0,62,24,2330,
1881,Jan,PUR,61.3,NA,46.3,0,0,70,0,4318,
1881,Jan,CUT,70.5,84.2,57.3,0,0,60,542,2244,
1881,Feb,CHI,72.4,84.5,58.6,0,0,71,0,1476,
1881,Feb,DAC,73.6,86.5,59.6,0,0,60,224,2331,
1881,Feb,JES,72.4,87.2,58.6,0,0,58,96,2969,
1881,Feb,CAL,71.9,85.1,62.1,0,0,62,178,620,
1881,Feb,SAU,74.2,83.5,68.3,0,0,78,172,2030,
1881,Feb,BUR,72.9,88.3,59.9,0.01,1,52,160,2614,
1881,Feb,BRH,71.4,87.2,56.7,0,0,59,80,1776,
1881,Feb,PUR,68.3,82.1,52.8,0,0,63,5,3419,
1881,Feb,CUT,76.7,92.1,62.7,0,0,57,265,2221,
1881,Mar,CHI,77.5,87.5,67.2,1,4,70,0,1220,
1881,Mar,DAC,77,87,66.3,4.31,8,66,349,1907,
1881,Mar,JES,75.8,90,65.8,6.41,10,66,804,2531,
1881,Mar,CAL,76.4,87.4,67.7,1.14,8,72,130,412,
1881,Mar,SAU,78.9,87.5,73.1,1.08,5,76,466,2059,
1881,Mar,BUR,76.5,89.3,67.3,2.15,8,59,282,2489,
1881,Mar,BRH,74.7,88.4,64,2.56,4,NA,141,1760,
1881,Mar,PUR,74.1,86.3,59.2,1.8,4,62,96,2479,
1881,Mar,CUT,82.6,94.7,71.7,2.2,4,59,601,1614,
1881,Apr,CHI,80.9,87.2,73.8,4.53,9,78,2,1103,
1881,Apr,DAC,83.2,92.5,74.6,5.4,11,73,1004,2361,
1881,Apr,JES,84.2,98.2,75.8,2.46,6,64,1590,2875,
1881,Apr,CAL,85.3,96.2,76.4,1.97,4,73,145,438,
1881,Apr,SAU,84.2,91.9,79.9,1.98,3,81,403,2234,
1881,Apr,BUR,86.2,101.8,76.1,2.05,2,53,743,2692,
1881,Apr,BRH,86.1,102.8,74.7,0.57,2,53,593,2115,
1881,Apr,PUR,NA,96.5,NA,0.36,1,NA,519,2834,
1881,Apr,CUT,90,103.8,78,0.59,2,57,734,1607,
1881,May,CHI,81.4,87.1,75.7,11.18,11,82,4,1185,
1881,May,DAC,82.8,90.2,76.4,11.72,14,81,318,2331,
1881,May,JES,82.4,98.7,76.7,8.54,11,76,576,2590,
1881,May,CAL,84.1,92,76.8,7.4,13,76,93,410,
1881,May,SAU,84.4,91.5,78.6,9.82,14,81,172,1816,
1881,May,BUR,82.7,94.3,76.9,7.91,11,72,107,1858,
1881,May,BRH,82.3,94.1,76.3,6.19,9,78,77,1587,
1881,May,PUR,84,91.9,74.9,3.46,6,73,258,2692,
1881,May,CUT,89.1,99.8,80.3,1.23,7,63,422,1411,
1881,Jun,CHI,80.8,85.6,76.9,25,25,88,0,1283,
1881,Jun,DAC,83.2,88.2,78.2,17.32,24,87,19,1656,
1881,Jun,JES,82.1,89.8,79.1,12.91,21,87,46,2138,
1881,Jun,CAL,83.4,88.8,79,15.12,22,86,20,282,
1881,Jun,SAU,84,89.6,80.9,10.84,18,86,19,1626,
1881,Jun,BUR,82.7,90.3,79.6,9.05,22,81,28,1351,
1881,Jun,BRH,83,91.3,79.1,3.75,12,85,4,1136,
1881,Jun,PUR,84.3,NA,78,22.11,13,82,9,1753,
1881,Jun,CUT,84.7,93.2,79.4,16.94,23,77,250,958,
1881,Jul,CHI,81.1,85.7,76.8,30.95,24,86,0,1177,
1881,Jul,DAC,84.7,89.4,79.9,6.42,25,84,12,1507,
1881,Jul,JES,82.7,89.5,79.2,8.96,26,87,38,2309,
1881,Jul,CAL,83,87.5,79,13.42,26,87,29,330,
1881,Jul,SAU,82.4,86.9,79.9,31.76,20,88,15,1915,
1881,Jul,BUR,82.6,88.3,80.2,12.5,23,85,14,1688,
1881,Jul,BRH,82.8,90.9,78.9,11.82,23,86,7,1934,
1881,Jul,PUR,85.5,91.4,79.9,7.05,15,82,0,1829,
1881,Jul,CUT,81.9,86.8,78,14.03,29,82,530,972,
1881,Aug,CHI,80.4,84.9,76.5,10.13,27,86,0,1072,
1881,Aug,DAC,83.4,87.6,79.1,15.7,25,87,7,1489,
1881,Aug,JES,82.2,89.2,79.1,9.9,25,87,16,2683,
1881,Aug,CAL,82.5,86.7,78,19.61,25,89,38,452,
1881,Aug,SAU,82.4,87.7,79.3,27.34,22,89,17,2356,
1881,Aug,BUR,82,87.2,79.6,21.16,19,86,58,2308,
1881,Aug,BRH,82.1,88.7,78.9,9.6,18,88,63,2656,
1881,Aug,PUR,84.6,90.1,79.6,13.43,25,84,2,1878,
1881,Aug,CUT,83.3,88.7,78.6,10.05,29,83,416,1090,
1881,Sep,CHI,81.4,86,76.8,9.11,18,86,0,914,
1881,Sep,DAC,83.4,87.5,79,15.36,19,87,6,1744,
1881,Sep,JES,82.2,90,78.8,10.94,19,86,22,3357,
1881,Sep,CAL,82.9,88.3,78.3,6.75,20,87,65,430,
1881,Sep,SAU,83.1,88.7,80,4.25,12,86,36,2458,
1881,Sep,BUR,82.5,89.2,79.6,10.69,16,84,28,2660,
1881,Sep,BRH,82.2,89.6,78.8,5.64,10,88,92,2996,
1881,Sep,PUR,83.3,88.6,78.3,11.42,15,84,0,1755,
1881,Sep,CUT,83.6,90,78.2,11.27,20,80,183,994,
1881,Oct,CHI,80.2,86.8,73.1,1.55,7,80,0,1045,
1881,Oct,DAC,83.2,88.3,75.8,2.76,5,79,8,2049,
1881,Oct,JES,80.9,89.6,74.7,1.68,7,79,678,2032,
1881,Oct,CAL,79.7,87,73.6,1.5,8,82,105,553,
1881,Oct,SAU,80.1,87.8,74.6,6.67,8,80,34,3028,
1881,Oct,BUR,79.9,89,74.4,3.61,6,75,77,3763,
1881,Oct,BRH,80.3,89,74.4,6.33,7,78,253,5404,
1881,Oct,PUR,79.9,87.1,72.9,9.31,7,78,2,2236,
1881,Oct,CUT,81.7,89.9,72.9,2.33,6,70,290,1120,
1881,Nov,CHI,74.4,82.6,65.5,1.41,2,77,0,1093,
1881,Nov,DAC,75.3,83.7,65.7,0,0,72,30,2891,
1881,Nov,JES,73.4,84.7,62.8,0,0,66,59,3848,
1881,Nov,CAL,71.9,82.1,63,0,0,70,180,599,
1881,Nov,SAU,73.9,82.7,66.1,0,0,69,400,3720,
1881,Nov,BUR,72.2,83.2,62.8,0,0,62,110,5755,
1881,Nov,BRH,71.7,81.9,62.6,0,0,72,153,5695,
1881,Nov,PUR,70.6,81.1,58.8,0,0,70,78,3145,
1881,Nov,CUT,76.2,86.1,65.8,0.51,1,64,495,1314,
1881,Dec,CHI,67.4,77.6,57.4,0.76,1,79,5,1235,
1881,Dec,DAC,69,78.7,57.3,0.07,1,70,875,3564,
1881,Dec,JES,66.3,78.7,54.1,0.19,1,67,928,6410,
1881,Dec,CAL,64.2,76.7,53.9,0.36,2,71,283,846,
1881,Dec,SAU,66.4,76.5,57.8,0,0,73,926,4327,
1881,Dec,BUR,65.8,78.1,54.5,0,0,61,326,4976,
1881,Dec,BRH,65.3,77.8,53.5,0,0,71,635,4060,
1881,Dec,PUR,63.9,77,50.7,0,0,71,8,3556,
1881,Dec,CUT,69.2,81.8,56.7,0.18,1,63,273,1335,
1882,Jan,CHI,68.6,78.9,58.7,0,0,76,57,1236,
1882,Jan,DAC,69.7,80.3,58.8,0.3,1,71,672,2705,
1882,Jan,JES,67.7,80.9,56.4,4,1,69,1481,3324,
1882,Jan,CAL,67.3,79.2,56.7,0.13,2,73,223,472,
1882,Jan,SAU,69.3,79,62,0,0,80,569,2498,
1882,Jan,BUR,67.6,81,56.2,0,0,62,733,3884,
1882,Jan,BRH,67.2,81.4,54.2,0,0,68,451,2785,
1882,Jan,PUR,64.3,77.5,50,0,0,68,0,2856,
1882,Jan,CUT,73,86.1,60.4,0.06,1,62,154,1241,
1882,Feb,CHI,70.9,81.1,59.9,2.31,6,70,41,1180,
1882,Feb,DAC,71.5,82,59.3,1.45,4,63,182,1809,
1882,Feb,JES,69.1,83.5,57.5,2.65,5,63,784,2578,
1882,Feb,CAL,70.2,81.7,58.9,3.42,5,69,143,372,
1882,Feb,SAU,73.5,82.6,66.1,0.54,2,73,312,1750,
1882,Feb,BUR,69.2,83,58.4,2.12,4,59,836,3184,
1882,Feb,BRH,68.5,83.7,55.7,1.87,3,65,557,2219,
1882,Feb,PUR,65.2,78.3,52.1,2.67,4,62,511,2659,
1882,Feb,CUT,78.2,90.7,66.9,0.57,1,59,214,1106,
1882,Mar,CHI,77.7,86.7,68.2,3.06,3,74,121,1149,
1882,Mar,DAC,81,91.7,70.6,2.08,4,65,267,1973,
1882,Mar,JES,80.2,95.8,69,3.52,5,59,1073,2407,
1882,Mar,CAL,80.6,93,69.8,0.52,1,68,137,377,
1882,Mar,SAU,81.3,90.7,76.3,4.87,1,79,375,1942,
1882,Mar,BUR,81,96.9,69.5,0.81,1,49,1372,3267,
1882,Mar,BRH,80.6,97,67.7,0.04,1,55,725,2454,
1882,Mar,PUR,76.4,88.7,62.2,1.35,2,61,2627,3032,
1882,Mar,CUT,85.6,100.6,73.5,0.03,1,57,499,1160,
1882,Apr,CHI,81.4,88.3,73,1.91,2,77,375,927,
1882,Apr,DAC,84.2,92.6,75.2,2.25,5,69,414,1905,
